Time;V ph.angle phase A;V ph.angle phase B;V ph.angle phase C
2019-03-19T03:27:15+01:00;2.272278;0.181264;1.146676
2019-03-19T03:27:16+01:00;1.180058;-0.913101;-0.26901
2019-03-19T03:27:19+01:00;-1.795937;2.394331;-1.918916
2019-03-19T03:27:20+01:00;-2.401659;1.78806;-0.052667
2019-03-19T03:27:21+01:00;null;1.18275;1.158084
2019-03-19T03:27:22+01:00;2.321423;0.230227;1.914027
2019-03-19T03:27:23+01:00;1.449723;-0.644102;3.053531
2019-03-19T03:27:26+01:00;-2.75719;1.434195;-3.10677
2019-03-19T03:27:27+01:00;3.03352;0.938427;-2.64599
2019-03-19T03:27:28+01:00;-0.999371;-3.092147;1.608007
2019-03-19T03:27:29+01:00;-2.028366;2.161665;2.144156
2019-03-19T03:27:32+01:00;-2.900483;1.291009;1.528969
2019-03-19T03:27:33+01:00;2.763135;0.672035;0.585222
2019-03-19T03:27:39+01:00;-2.633598;1.558585;0.369713
2019-03-19T03:27:40+01:00;2.526852;0.436979;2.864295
2019-03-19T03:27:43+01:00;-0.332052;-2.428462;-1.583413
2019-03-19T03:27:44+01:00;-1.496648;2.693477;-1.360203
2019-03-19T03:27:45+01:00;-2.57615;1.617468;3.132401
2019-03-19T03:27:46+01:00;2.559051;0.468441;1.044811
2019-03-19T03:27:49+01:00;-1.566309;2.624202;-0.519392
2019-03-19T03:27:50+01:00;-2.457038;1.735894;-2.492641
2019-03-19T03:27:51+01:00;2.632803;0.542348;null
2019-03-19T03:27:52+01:00;1.764125;-0.329233;1.528373
2019-03-19T03:27:53+01:00;0.300722;-1.793056;3.068089
2019-03-19T03:27:56+01:00;1.2296;-0.863612;-0.657569
2019-03-19T03:27:57+01:00;0.596349;-1.498357;0.575175
2019-03-19T03:27:59+01:00;-1.842943;2.346586;2.74875
2019-03-19T03:28:00+01:00;-2.643287;1.549498;-0.369551
2019-03-19T03:28:01+01:00;2.81223;0.719211;0.171572
2019-03-19T03:28:02+01:00;2.027919;-0.064063;0.432381
2019-03-19T03:28:03+01:00;0.299639;-1.794438;-1.838536
2019-03-19T03:28:06+01:00;2.19036;0.09943;-1.495114
2019-03-19T03:28:07+01:00;1.564244;-0.52893;2.510203
2019-03-19T03:28:08+01:00;null;-1.86087;-0.750555
2019-03-19T03:28:09+01:00;-0.62096;-2.714535;2.38869
2019-03-19T03:28:10+01:00;-1.934851;2.255744;-3.052533
2019-03-19T03:28:13+01:00;-0.463038;-2.558848;-2.370193
2019-03-19T03:28:14+01:00;-2.025128;2.164406;2.668661
2019-03-19T03:28:19+01:00;-2.460188;1.731952;1.313254
2019-03-19T03:28:20+01:00;3.024461;0.929453;-2.851224
2019-03-19T03:28:23+01:00;-1.365636;2.824892;1.636099
2019-03-19T03:28:24+01:00;2.890954;0.7965;1.253744
2019-03-19T03:28:25+01:00;1.415293;-0.677432;0.089356
2019-03-19T03:28:26+01:00;0.417357;-1.676501;0.26737
2019-03-19T03:28:27+01:00;-0.588815;-2.684492;-1.998151
2019-03-19T03:28:30+01:00;1.562703;-0.530354;1.604264
2019-03-19T03:28:31+01:00;0.711104;-1.383052;-2.122235
2019-03-19T03:28:36+01:00;0.999565;-1.0929;0.552926
2019-03-19T03:28:37+01:00;0.242321;-1.852359;-0.027525
2019-03-19T03:28:38+01:00;-0.647494;-2.740648;null
2019-03-19T03:28:40+01:00;1.705849;-0.38598;0.097473
2019-03-19T03:28:41+01:00;0.878163;-1.214596;-0.189935
2019-03-19T03:28:42+01:00;-0.265152;-2.358794;-2.313346
2019-03-19T03:28:43+01:00;-1.449592;2.740984;-1.569608
2019-03-19T03:28:44+01:00;-3.029539;1.161398;0.172785
2019-03-19T03:28:46+01:00;0.043052;-2.050095;3.038809
2019-03-19T03:28:47+01:00;-0.872255;-2.966978;-1.394188
2019-03-19T03:28:48+01:00;-1.707855;2.481464;-1.975167
2019-03-19T03:28:49+01:00;-2.66348;1.529285;-1.573463
2019-03-19T03:28:50+01:00;2.357396;0.265841;-0.724809
2019-03-19T03:28:53+01:00;-1.564324;2.62583;-3.090486
2019-03-19T03:28:54+01:00;-2.847602;1.343444;2.943729
2019-03-19T03:28:55+01:00;2.590907;0.50037;-0.232854
2019-03-19T03:29:00+01:00;0.606638;-1.488754;-0.888973
2019-03-19T03:29:01+01:00;-0.262395;-2.356055;-0.71309
2019-03-19T03:29:06+01:00;-1.685087;2.505676;-2.617585
2019-03-19T03:29:07+01:00;-2.007791;2.181942;-3.133373
2019-03-19T03:29:08+01:00;-1.647756;2.54162;2.247461
2019-03-19T03:29:10+01:00;2.157144;0.06503;-0.293312
2019-03-19T03:29:11+01:00;1.295045;-0.798048;2.270326
2019-03-19T03:29:12+01:00;-0.106316;-2.199112;-1.110555
2019-03-19T03:29:17+01:00;-1.828376;2.361985;-3.060908
2019-03-19T03:29:18+01:00;3.017561;0.922202;0.389658
2019-03-19T03:29:23+01:00;0.823903;-1.269183;-2.205876
2019-03-19T03:29:24+01:00;-0.232804;-2.325891;-2.153855
2019-03-19T03:29:25+01:00;-1.330646;2.862048;-2.726864
2019-03-19T03:29:32+01:00;2.556019;0.465166;-3.059206
2019-03-19T03:29:33+01:00;1.536996;-0.555724;-1.029022
2019-03-19T03:29:39+01:00;-0.121278;-2.214945;-1.93208
2019-03-19T03:29:40+01:00;-0.927416;-3.022097;1.335963
2019-03-19T03:29:47+01:00;2.564909;0.473368;1.468439
2019-03-19T03:29:48+01:00;-0.327947;-2.420683;0.402257
2019-03-19T03:29:53+01:00;null;null;-1.660951
2019-03-19T03:29:54+01:00;-2.305965;1.88393;1.363346
2019-03-19T03:29:55+01:00;2.899955;0.804919;2.481869
2019-03-19T03:29:57+01:00;-0.412505;-2.507516;2.716438
2019-03-19T03:29:58+01:00;-1.595399;2.595193;-1.219092
2019-03-19T03:29:59+01:00;-2.431019;1.762192;-2.003433
2019-03-19T03:30:04+01:00;-1.957389;2.232893;-1.660011
2019-03-19T03:30:05+01:00;-2.771972;1.419665;1.222102
2019-03-19T03:30:11+01:00;1.163756;-0.928727;0.766868
2019-03-19T03:30:12+01:00;0.172423;-1.922315;2.825666
2019-03-19T03:30:19+01:00;2.03729;-0.055587;0.235815
2019-03-19T03:30:20+01:00;1.165793;-0.926413;1.176885
2019-03-19T03:30:21+01:00;-0.092438;-2.185257;1.145203
2019-03-19T03:30:27+01:00;null;null;-3.092754
2019-03-19T03:30:28+01:00;1.554731;-0.538395;2.286983
2019-03-19T03:30:29+01:00;0.437831;-1.65641;-0.495373
2019-03-19T03:30:34+01:00;0.261999;-1.832474;-0.33624
2019-03-19T03:30:35+01:00;-0.608604;-2.702782;-1.545257
2019-03-19T03:30:36+01:00;-1.880907;null;null
2019-03-19T03:30:38+01:00;1.605805;-0.48675;-1.260829
2019-03-19T03:30:39+01:00;0.709013;-1.38517;-0.298068
2019-03-19T03:30:40+01:00;-0.196469;-2.289344;-1.337033
2019-03-19T03:30:43+01:00;2.526475;0.435482;1.815283
2019-03-19T03:30:44+01:00;1.573853;-0.518657;0.576859
2019-03-19T03:30:51+01:00;-2.973417;1.219295;-0.108928
2019-03-19T03:30:52+01:00;2.332421;0.241158;1.014842
2019-03-19T03:30:53+01:00;0.990011;-1.102711;-0.010742
2019-03-19T03:31:00+01:00;1.912661;-0.179638;1.599844
2019-03-19T03:31:01+01:00;0.586165;-1.509332;0.867191
2019-03-19T03:31:07+01:00;2.934881;0.840498;1.487618
2019-03-19T03:31:08+01:00;2.258096;0.16711;-0.024821
2019-03-19T03:31:14+01:00;null;null;0.175838
2019-03-19T03:31:15+01:00;-2.264183;1.926077;0.412906
2019-03-19T03:31:16+01:00;2.629088;0.538323;2.572897
2019-03-19T03:31:24+01:00;-2.358498;1.831925;-2.50025
2019-03-19T03:31:25+01:00;2.401274;0.309384;0.645904
2019-03-19T03:31:30+01:00;-1.820195;2.370723;1.721106
2019-03-19T03:31:31+01:00;2.981941;0.887149;-3.029483
2019-03-19T03:31:37+01:00;1.22;-0.872554;0.981101
2019-03-19T03:31:38+01:00;-0.019743;-2.113376;1.35089
2019-03-19T03:31:41+01:00;2.053334;-0.039335;-2.053273
2019-03-19T03:31:42+01:00;1.03481;-1.05715;-0.188152
2019-03-19T03:31:47+01:00;-0.595207;-2.690144;-2.984212
2019-03-19T03:31:48+01:00;-2.085631;2.106198;2.814288
2019-03-19T03:31:49+01:00;2.988932;0.893911;1.777702
2019-03-19T03:31:51+01:00;null;-3.04124;-0.751186
2019-03-19T03:31:52+01:00;-2.197038;1.993425;-2.506212
2019-03-19T03:31:53+01:00;2.987674;0.893609;1.619487
2019-03-19T03:31:54+01:00;1.967779;-0.124647;1.405213
2019-03-19T03:31:55+01:00;0.915287;-1.177869;1.27836
2019-03-19T03:31:58+01:00;-2.435422;1.756938;2.426066
2019-03-19T03:31:59+01:00;2.399096;0.308167;0.979726
2019-03-19T03:32:00+01:00;0.908908;-1.183967;-1.174738
2019-03-19T03:32:01+01:00;-0.19194;-2.285245;-0.952929
2019-03-19T03:32:02+01:00;-1.287221;null;null
2019-03-19T03:32:04+01:00;0.874922;-1.21842;-2.993314
2019-03-19T03:32:05+01:00;-0.215067;-2.307831;-2.361496
2019-03-19T03:32:06+01:00;-1.302412;2.890587;2.633515
2019-03-19T03:32:07+01:00;-2.808101;1.382649;-2.385861
2019-03-19T03:32:08+01:00;2.4314;0.340231;-2.23806
2019-03-19T03:32:11+01:00;-1.532153;2.658453;-2.678519
2019-03-19T03:32:12+01:00;-2.716265;1.474932;3.068066
2019-03-19T03:32:15+01:00;-0.225052;-2.319037;-1.398826
2019-03-19T03:32:16+01:00;-1.726619;2.463932;-0.417251
2019-03-19T03:32:17+01:00;-2.841724;1.349655;2.608581
2019-03-19T03:32:18+01:00;1.890386;-0.201852;-0.12622
2019-03-19T03:32:19+01:00;0.740522;-1.352666;0.726827
2019-03-19T03:32:22+01:00;1.502094;-0.589785;-0.578358
2019-03-19T03:32:23+01:00;0.485716;-1.608354;2.529068
2019-03-19T03:32:24+01:00;-0.541249;-2.637857;-0.244185
2019-03-19T03:32:25+01:00;-1.568857;2.621883;0.384102
2019-03-19T03:32:28+01:00;-1.769575;2.421817;0.562514
2019-03-19T03:32:29+01:00;-2.462579;1.729546;0.686041
2019-03-19T03:32:34+01:00;null;1.742275;0.170526
2019-03-19T03:32:35+01:00;0.275145;-1.818989;0.000865
2019-03-19T03:32:36+01:00;-1.046084;-3.137785;-1.808415
2019-03-19T03:32:39+01:00;0.267741;-1.826328;2.252662
2019-03-19T03:32:40+01:00;-1.1263;3.065619;0.950719
2019-03-19T03:32:41+01:00;-2.24133;1.949049;-1.555553
2019-03-19T03:32:42+01:00;-2.963896;1.228838;2.570223
2019-03-19T03:32:45+01:00;-0.35889;-2.454162;-1.905812
2019-03-19T03:32:46+01:00;-1.73954;2.450054;1.397032
2019-03-19T03:32:47+01:00;-2.733905;1.457326;-1.175847
2019-03-19T03:32:48+01:00;2.403087;0.311237;0.6504
2019-03-19T03:32:49+01:00;0.978311;-1.115942;-0.900492
2019-03-19T03:32:52+01:00;3.027308;0.93289;2.431818
2019-03-19T03:32:53+01:00;2.047012;-0.045351;1.143534
2019-03-19T03:32:54+01:00;1.2713;-0.821826;-0.258442
2019-03-19T03:32:55+01:00;-0.294535;-2.387974;0.765855
2019-03-19T03:32:58+01:00;2.142076;0.05052;-0.231882
2019-03-19T03:32:59+01:00;0.555162;-1.539253;0.035928
2019-03-19T03:33:02+01:00;0.669403;-1.424195;0.417565
2019-03-19T03:33:03+01:00;-1.28959;2.902683;-2.778645
2019-03-19T03:33:04+01:00;-2.90398;1.287591;-2.078051
2019-03-19T03:33:05+01:00;1.342731;-0.750077;1.471203
2019-03-19T03:33:06+01:00;-0.266746;-2.360011;-0.946792
2019-03-19T03:33:09+01:00;-0.371065;-2.466232;-1.888623
2019-03-19T03:33:10+01:00;-1.753158;2.438448;-1.820162
2019-03-19T03:33:11+01:00;2.926548;0.831665;2.627442
2019-03-19T03:33:12+01:00;1.317634;-0.775631;3.093804
2019-03-19T03:33:15+01:00;0.427578;-1.667202;0.278746
2019-03-19T03:33:16+01:00;-1.241661;2.950716;2.627512
2019-03-19T03:33:19+01:00;-2.064278;2.126194;3.023687
2019-03-19T03:33:20+01:00;-1.669846;2.520051;-2.495458
2019-03-19T03:33:21+01:00;null;0.48104;-0.764028
2019-03-19T03:33:22+01:00;0.925046;-1.167925;1.802626
2019-03-19T03:33:23+01:00;-1.105738;3.086002;-1.007454
2019-03-19T03:33:25+01:00;-0.121207;-2.214517;0.304675
2019-03-19T03:33:26+01:00;-1.736419;2.454372;-2.861579
2019-03-19T03:33:27+01:00;2.546051;0.455868;0.054109
2019-03-19T03:33:28+01:00;0.892042;-1.200641;-0.756771
2019-03-19T03:33:29+01:00;-0.725931;-2.819702;-2.556737
2019-03-19T03:33:32+01:00;-1.959861;2.230485;2.936768
2019-03-19T03:33:33+01:00;2.744164;0.653542;-0.5573
2019-03-19T03:33:36+01:00;-1.594005;2.595974;0.175274
2019-03-19T03:33:37+01:00;2.526142;0.435393;-1.928005
2019-03-19T03:33:38+01:00;0.799945;-1.293505;1.623145
2019-03-19T03:33:39+01:00;-0.974132;-3.066337;1.471708
2019-03-19T03:33:40+01:00;-2.670331;1.523121;2.378202
2019-03-19T03:33:42+01:00;-2.078648;2.112151;2.5757
2019-03-19T03:33:43+01:00;2.556735;0.464916;1.427918
2019-03-19T03:33:44+01:00;1.114491;-0.978273;-1.48381
2019-03-19T03:33:45+01:00;-0.413798;-2.508154;2.705558
2019-03-19T03:33:46+01:00;-1.8639;2.326538;1.059233
2019-03-19T03:33:49+01:00;-1.69227;2.497454;0.553617
2019-03-19T03:33:50+01:00;3.132536;1.038626;2.216569
2019-03-19T03:33:51+01:00;1.662194;-0.430258;null
2019-03-19T03:33:52+01:00;0.211504;-1.882526;-0.47154
2019-03-19T03:33:53+01:00;-1.711196;2.478977;0.788703
2019-03-19T03:33:56+01:00;-1.577638;2.612723;2.828415
2019-03-19T03:33:57+01:00;-2.928977;1.263018;1.200128
2019-03-19T03:34:02+01:00;-0.760111;-2.854422;0.456682
2019-03-19T03:34:03+01:00;-2.630917;1.561682;1.992606
2019-03-19T03:34:06+01:00;-2.508256;1.684473;2.903991
2019-03-19T03:34:07+01:00;1.86741;-0.224816;0.965303
2019-03-19T03:34:08+01:00;0.314631;-1.779414;-2.09062
2019-03-19T03:34:09+01:00;-1.200037;2.992532;-2.351816
2019-03-19T03:34:10+01:00;-2.707098;1.485595;1.148239
2019-03-19T03:34:13+01:00;2.519543;0.427978;1.948201
2019-03-19T03:34:14+01:00;0.33252;-1.761416;0.52554
2019-03-19T03:34:19+01:00;-2.402542;1.787949;3.063195
2019-03-19T03:34:20+01:00;2.003737;-0.088432;1.500297
2019-03-19T03:34:21+01:00;0.526304;-1.56857;0.242866
2019-03-19T03:34:23+01:00;1.892849;-0.199221;1.199388
2019-03-19T03:34:24+01:00;0.065216;-2.029226;-1.313927
2019-03-19T03:34:25+01:00;-1.360074;2.830197;3.100049
2019-03-19T03:34:26+01:00;3.121221;1.027618;0.38621
2019-03-19T03:34:27+01:00;1.483014;-0.610392;1.956304
2019-03-19T03:34:30+01:00;1.382644;-0.710685;0.536659
2019-03-19T03:34:31+01:00;2.118002;0.025394;1.867625
2019-03-19T03:34:32+01:00;0.095922;-1.99693;-2.971288
2019-03-19T03:34:33+01:00;-1.347168;2.843467;1.369608
2019-03-19T03:34:34+01:00;3.060776;0.96673;null
2019-03-19T03:34:36+01:00;-1.786499;2.404075;2.841284
2019-03-19T03:34:37+01:00;2.713015;0.62197;-1.13021
2019-03-19T03:34:38+01:00;1.130014;-0.963636;1.677891
2019-03-19T03:34:43+01:00;-2.285842;1.904418;0.570358
2019-03-19T03:34:44+01:00;-1.361145;2.828561;-1.974183
2019-03-19T03:34:49+01:00;1.254382;-0.839175;-0.710228
2019-03-19T03:34:50+01:00;-0.312361;-2.405453;-2.622699
2019-03-19T03:34:51+01:00;-1.880236;2.311153;-1.479202
2019-03-19T03:34:53+01:00;-1.108343;3.08372;-2.446349
2019-03-19T03:34:54+01:00;-3.023756;1.16729;0.400791
2019-03-19T03:34:55+01:00;1.700325;-0.393144;-3.058375
2019-03-19T03:35:00+01:00;-2.879007;1.312724;1.875326
2019-03-19T03:35:01+01:00;1.847678;-0.244038;0.494689
2019-03-19T03:35:06+01:00;null;null;2.343598
2019-03-19T03:35:07+01:00;1.916549;-0.175668;2.321015
2019-03-19T03:35:08+01:00;-1.204334;2.98763;-2.144758
2019-03-19T03:35:10+01:00;0.318172;-1.77585;1.463307
2019-03-19T03:35:11+01:00;-1.273122;2.919527;-2.749599
2019-03-19T03:35:12+01:00;-3.02891;1.162466;2.50848
2019-03-19T03:35:17+01:00;-1.448526;2.742569;-0.370358
2019-03-19T03:35:18+01:00;-2.956044;1.23611;-2.651749
2019-03-19T03:35:24+01:00;-1.651276;2.539378;-1.866539
2019-03-19T03:35:25+01:00;-3.099552;1.090478;2.16483
2019-03-19T03:35:30+01:00;-0.110884;-2.203852;-3.11519
2019-03-19T03:35:31+01:00;-2.058099;2.132464;2.618684
2019-03-19T03:35:34+01:00;-2.234368;1.956025;2.938158
2019-03-19T03:35:35+01:00;2.19442;0.103146;-1.115119
2019-03-19T03:35:36+01:00;0.700208;-1.393016;1.357521
2019-03-19T03:35:37+01:00;-0.628525;-2.722985;-2.311754
2019-03-19T03:35:38+01:00;-2.140225;2.050393;-2.730564
2019-03-19T03:35:40+01:00;null;null;-1.237323
2019-03-19T03:35:41+01:00;-2.298103;1.892131;-1.725058
2019-03-19T03:35:42+01:00;2.511159;0.420824;2.930873
2019-03-19T03:35:47+01:00;-2.848591;1.342922;0.007218
2019-03-19T03:35:48+01:00;1.522106;-0.569764;-2.708422
2019-03-19T03:35:49+01:00;0.01767;null;null
2019-03-19T03:35:51+01:00;1.063788;-1.028288;-0.09459
2019-03-19T03:35:52+01:00;-0.960384;-3.052819;-0.336976
2019-03-19T03:35:53+01:00;-2.48297;1.710557;2.424006
2019-03-19T03:35:54+01:00;2.316941;0.226715;2.876019
2019-03-19T03:35:55+01:00;0.452206;-1.642081;-1.212023
2019-03-19T03:35:57+01:00;null;null;2.656779
2019-03-19T03:35:58+01:00;-0.315557;-2.408014;1.828089
2019-03-19T03:35:59+01:00;-1.803057;2.387679;1.759596
2019-03-19T03:36:04+01:00;0.792572;-1.300332;1.580665
2019-03-19T03:36:05+01:00;-1.074758;3.117352;-1.594199
2019-03-19T03:36:06+01:00;-2.549508;1.64409;-2.492471
2019-03-19T03:36:11+01:00;-0.554955;-2.650896;-0.644082
2019-03-19T03:36:12+01:00;-2.334602;1.855942;-1.983893
2019-03-19T03:36:21+01:00;-2.742124;1.450077;-2.639742
2019-03-19T03:36:22+01:00;2.009364;-0.083052;-0.403341
2019-03-19T03:36:23+01:00;0.451251;-1.642403;-0.490701
2019-03-19T03:36:28+01:00;2.592296;0.502308;3.124966
2019-03-19T03:36:29+01:00;1.162578;-0.930039;-1.140721
2019-03-19T03:36:34+01:00;-2.615044;1.578678;-3.095881
2019-03-19T03:36:35+01:00;2.236605;0.145435;-0.271636
2019-03-19T03:36:36+01:00;0.793043;-1.299262;-1.498464
2019-03-19T03:36:38+01:00;2.815063;0.723318;-2.816007
2019-03-19T03:36:39+01:00;0.859032;-1.233203;-0.062962
2019-03-19T03:36:40+01:00;-0.584303;-2.678232;2.697558
2019-03-19T03:36:45+01:00;1.364175;-0.728422;0.858445
2019-03-19T03:36:46+01:00;-0.091742;-2.184691;-0.025733
2019-03-19T03:36:52+01:00;1.682023;-0.410586;0.874973
2019-03-19T03:36:53+01:00;0.134768;-1.958409;0.409664
2019-03-19T03:37:00+01:00;-0.502263;-2.594983;-2.613464
2019-03-19T03:37:01+01:00;-2.469909;1.723015;-2.442997
2019-03-19T03:37:02+01:00;1.861131;-0.230761;-1.049938
2019-03-19T03:37:08+01:00;0.522141;-1.572444;-1.324537
2019-03-19T03:37:09+01:00;-1.077106;3.11451;-1.660301
2019-03-19T03:37:10+01:00;-3.075722;1.114993;-2.732217
2019-03-19T03:37:17+01:00;0.98473;-1.106948;-1.656507
2019-03-19T03:37:18+01:00;-0.557389;-2.652311;1.726564
2019-03-19T03:37:19+01:00;-2.421084;1.772187;-2.151308
2019-03-19T03:37:24+01:00;0.02397;-2.070014;-1.96659
2019-03-19T03:37:25+01:00;-1.935153;2.254922;-2.492863
2019-03-19T03:37:32+01:00;1.321064;-0.77105;-1.240098
2019-03-19T03:37:33+01:00;-0.304044;-2.396225;0.972055
2019-03-19T03:37:34+01:00;-1.898523;2.292727;null
2019-03-19T03:37:41+01:00;-3.083832;1.107113;-0.691633
2019-03-19T03:37:42+01:00;1.188619;-0.903391;0.852648
2019-03-19T03:37:47+01:00;null;0.952516;1.460973
2019-03-19T03:37:48+01:00;1.088206;-1.003711;0.153499
2019-03-19T03:37:49+01:00;-0.356142;-2.450235;-0.898584
2019-03-19T03:37:52+01:00;-0.447927;-2.542511;0.784037
2019-03-19T03:37:53+01:00;-2.305626;1.884982;2.822995
2019-03-19T03:37:58+01:00;0.730111;-1.364298;-2.132971
2019-03-19T03:37:59+01:00;-1.065004;3.126851;-0.318339
2019-03-19T03:38:05+01:00;-0.647919;-2.741622;1.788085
2019-03-19T03:38:06+01:00;-2.119205;2.071561;1.732617
2019-03-19T03:38:12+01:00;null;null;0.011434
2019-03-19T03:38:13+01:00;2.713114;0.62239;-3.067649
2019-03-19T03:38:14+01:00;1.260203;-0.83147;0.009824
2019-03-19T03:38:22+01:00;-0.586721;-2.680592;1.39184
2019-03-19T03:38:23+01:00;-1.995339;2.196262;2.225006
2019-03-19T03:38:28+01:00;0.970619;-1.121125;0.758867
2019-03-19T03:38:29+01:00;-0.536449;-2.631503;-0.983474
2019-03-19T03:38:35+01:00;1.422979;-0.67003;-0.614912
2019-03-19T03:38:36+01:00;-0.002881;-2.095243;1.78982
2019-03-19T03:38:39+01:00;-0.134101;-2.226875;2.847587
2019-03-19T03:38:40+01:00;-1.959677;2.231121;-3.028517
2019-03-19T03:38:45+01:00;0.768715;-1.323608;0.790723
2019-03-19T03:38:46+01:00;-0.666878;-2.760166;-2.056644
2019-03-19T03:38:47+01:00;-1.982915;2.208519;1.837693
2019-03-19T03:38:49+01:00;null;null;-1.957403
2019-03-19T03:38:50+01:00;-1.648381;2.542416;-2.617731
2019-03-19T03:38:51+01:00;-3.065579;1.124804;1.603658
2019-03-19T03:38:52+01:00;1.4137;-0.679113;0.943058
2019-03-19T03:38:53+01:00;-1.848053;2.3423;2.948374
2019-03-19T03:38:56+01:00;-0.009036;-2.102344;-3.063664
2019-03-19T03:38:57+01:00;-1.13786;3.054959;-1.109552
2019-03-19T03:39:02+01:00;-2.022401;2.167084;-1.910525
2019-03-19T03:39:03+01:00;-2.919235;1.273556;-0.798198
2019-03-19T03:39:04+01:00;2.469425;0.378413;-1.060729
2019-03-19T03:39:09+01:00;2.657332;0.567533;-0.541196
2019-03-19T03:39:10+01:00;1.711009;-0.381804;-2.988453
2019-03-19T03:39:15+01:00;0.205253;-1.888697;-0.755912
2019-03-19T03:39:16+01:00;-1.061675;3.130028;-2.391552
2019-03-19T03:39:17+01:00;-0.202618;-2.295973;1.297374
2019-03-19T03:39:20+01:00;1.185324;-0.907966;0.681555
2019-03-19T03:39:21+01:00;-0.279014;-2.372305;3.140039
2019-03-19T03:39:22+01:00;-1.346976;2.844309;1.178851
2019-03-19T03:39:23+01:00;-2.813478;1.378596;1.560461
2019-03-19T03:39:26+01:00;-0.887492;-2.981301;-1.811861
2019-03-19T03:39:27+01:00;-1.917158;2.273204;1.438645
2019-03-19T03:39:32+01:00;null;null;1.162907
2019-03-19T03:39:33+01:00;2.047988;-0.043468;0.51831
2019-03-19T03:39:34+01:00;1.155381;-0.937112;-2.033036
2019-03-19T03:39:37+01:00;2.751893;0.66249;2.143176
2019-03-19T03:39:38+01:00;1.359514;-0.731663;0.0956
2019-03-19T03:39:39+01:00;0.564236;-1.528983;-0.823442
2019-03-19T03:39:40+01:00;-0.805082;-2.898895;3.023586
2019-03-19T03:39:43+01:00;0.808209;-1.284351;0.643289
2019-03-19T03:39:44+01:00;1.78771;-0.303515;-1.684763
2019-03-19T03:39:45+01:00;0.763149;-1.329254;-1.364969
2019-03-19T03:39:46+01:00;-0.395577;-2.489577;-1.441156
2019-03-19T03:39:47+01:00;-1.871646;2.319328;-3.029487
2019-03-19T03:39:50+01:00;-0.26325;-2.35638;-0.084682
2019-03-19T03:39:51+01:00;-1.526873;2.663563;0.630459
2019-03-19T03:39:54+01:00;0.162924;-1.931048;2.237337
2019-03-19T03:39:55+01:00;-0.962308;-3.054354;-0.706736
2019-03-19T03:39:56+01:00;-1.846529;2.34426;1.156726
2019-03-19T03:39:57+01:00;-2.809132;1.382671;0.539427
2019-03-19T03:40:00+01:00;-1.758477;2.432567;1.711775
2019-03-19T03:40:01+01:00;-2.863953;1.32718;2.213948
2019-03-19T03:40:02+01:00;2.003152;-0.088683;2.846727
2019-03-19T03:40:03+01:00;0.671789;-1.422146;1.418648
2019-03-19T03:40:04+01:00;-0.163967;-2.256461;-1.440095
2019-03-19T03:40:07+01:00;0.960377;-1.131731;1.3643
2019-03-19T03:40:08+01:00;-0.385968;-2.480374;-0.690441
2019-03-19T03:40:09+01:00;-1.499349;2.691877;0.6871
2019-03-19T03:40:10+01:00;-3.047079;1.143755;1.731746
2019-03-19T03:40:13+01:00;-1.59161;2.599481;0.600118
2019-03-19T03:40:14+01:00;-2.736071;1.456347;2.414162
2019-03-19T03:40:15+01:00;2.098723;0.00815;null
2019-03-19T03:40:17+01:00;-1.365781;2.825248;2.644752
2019-03-19T03:40:18+01:00;-2.861356;1.330768;-2.604259
2019-03-19T03:40:19+01:00;1.929922;-0.161628;0.621421
2019-03-19T03:40:20+01:00;0.412265;-1.680853;-0.361514
2019-03-19T03:40:21+01:00;-0.665797;-2.758772;-1.316125
2019-03-19T03:40:24+01:00;-2.373934;1.817907;-2.547687
2019-03-19T03:40:25+01:00;2.871581;0.777312;0.547113
2019-03-19T03:40:26+01:00;1.783147;-0.313591;-0.560445
2019-03-19T03:40:27+01:00;-0.214699;-2.306917;-1.467457
2019-03-19T03:40:30+01:00;1.629574;-0.462453;-0.861882
2019-03-19T03:40:31+01:00;0.614888;-1.479548;-0.356099
2019-03-19T03:40:32+01:00;-0.449847;-2.544377;3.102714
2019-03-19T03:40:33+01:00;-1.311684;2.881563;2.73744
2019-03-19T03:40:34+01:00;-2.686235;1.507209;-1.007646
2019-03-19T03:40:37+01:00;-0.92214;-3.015195;3.095318
2019-03-19T03:40:38+01:00;-2.125495;2.066082;-2.80573
2019-03-19T03:40:41+01:00;0.413399;-1.679718;-2.874027
2019-03-19T03:40:42+01:00;-0.241632;-2.33467;2.89319
2019-03-19T03:40:43+01:00;-1.268505;2.925808;1.864252
2019-03-19T03:40:44+01:00;-1.948146;2.242885;2.556314
2019-03-19T03:40:45+01:00;-2.589886;1.60452;-2.086281
2019-03-19T03:40:47+01:00;null;null;-0.710501
2019-03-19T03:40:48+01:00;-2.91266;1.280663;1.836775
2019-03-19T03:40:49+01:00;2.760419;0.670725;2.138386
2019-03-19T03:40:50+01:00;1.158038;-0.934009;0.588338
2019-03-19T03:40:51+01:00;0.460891;-1.632523;-1.980403
2019-03-19T03:40:54+01:00;1.997937;-0.094567;1.641707
2019-03-19T03:40:55+01:00;0.683714;-1.411374;0.122603
2019-03-19T03:41:00+01:00;0.136797;-1.957541;-2.563917
2019-03-19T03:41:01+01:00;-1.246679;2.945194;-2.27217
2019-03-19T03:41:02+01:00;-2.232458;1.957353;null
2019-03-19T03:41:04+01:00;0.559365;-1.536205;2.538305
