Time;I ph.angle phase A;I ph.angle phase B;I ph.angle phase C
2019-03-19T04:20:25+01:00;-0.070555;-2.836838;0.410312
2019-03-19T04:20:26+01:00;-1.856163;1.647037;-1.49794
2019-03-19T04:20:28+01:00;-0.850897;2.650586;-0.455363
2019-03-19T04:20:29+01:00;-2.059417;1.44761;-1.545666
2019-03-19T04:20:30+01:00;2.802248;-0.084641;-3.131102
2019-03-19T04:20:31+01:00;0.864016;-1.995535;1.205094
2019-03-19T04:20:32+01:00;-0.766838;2.719512;-0.323562
2019-03-19T04:20:34+01:00;null;null;1.173597
2019-03-19T04:20:35+01:00;-1.102711;2.387382;-0.624102
2019-03-19T04:20:36+01:00;-2.622015;0.793446;-2.231604
2019-03-19T04:20:37+01:00;2.181106;-0.70401;2.515453
2019-03-19T04:20:38+01:00;0.610087;-2.221191;1.043258
2019-03-19T04:20:39+01:00;-0.942959;2.561489;-0.432045
2019-03-19T04:20:42+01:00;-1.103997;2.450355;-0.492023
2019-03-19T04:20:43+01:00;-2.915166;0.585685;-2.359719
2019-03-19T04:20:48+01:00;-0.47858;3.027255;0.031742
2019-03-19T04:20:49+01:00;-1.946373;1.482688;-1.484
2019-03-19T04:20:52+01:00;-2.416491;1.074103;-1.969402
2019-03-19T04:20:53+01:00;2.302222;-0.422689;2.908441
2019-03-19T04:20:54+01:00;0.488053;-2.349977;null
2019-03-19T04:20:55+01:00;-1.635245;1.796312;-1.241917
2019-03-19T04:20:56+01:00;2.548998;-0.157361;3.004509
2019-03-19T04:20:58+01:00;-2.75221;0.732325;-2.363809
2019-03-19T04:20:59+01:00;2.030617;-0.745956;2.48163
2019-03-19T04:21:00+01:00;0.64669;-2.173633;1.012379
2019-03-19T04:21:05+01:00;2.67631;-0.213098;3.075781
2019-03-19T04:21:06+01:00;0.96208;-1.787644;1.512397
2019-03-19T04:21:09+01:00;0.555917;-2.196412;1.20243
2019-03-19T04:21:10+01:00;-1.296656;2.200737;-0.833575
2019-03-19T04:21:11+01:00;-2.874409;0.646328;-2.410225
2019-03-19T04:21:12+01:00;1.575021;-1.252534;2.065032
2019-03-19T04:21:13+01:00;0.010791;-2.733586;0.537994
2019-03-19T04:21:15+01:00;1.787801;-0.98833;2.298114
2019-03-19T04:21:16+01:00;0.358764;-2.531858;0.725793
2019-03-19T04:21:17+01:00;-1.216467;2.200574;-0.859219
2019-03-19T04:21:18+01:00;-2.78788;0.695218;-2.291009
2019-03-19T04:21:19+01:00;2.113886;-0.731336;2.454343
2019-03-19T04:21:22+01:00;1.573406;-1.282155;1.909271
2019-03-19T04:21:23+01:00;-0.323209;3.070826;0.047833
2019-03-19T04:21:24+01:00;-1.875647;1.548334;-1.480358
2019-03-19T04:21:29+01:00;-0.538322;2.890837;-0.11963
2019-03-19T04:21:30+01:00;-1.948148;1.394669;-1.628456
2019-03-19T04:21:35+01:00;0.519646;-2.361787;0.932465
2019-03-19T04:21:36+01:00;-1.494285;1.995628;-1.057319
2019-03-19T04:21:37+01:00;2.823941;0.024948;null
2019-03-19T04:21:39+01:00;-2.181298;1.271599;-1.782796
2019-03-19T04:21:40+01:00;2.141274;-0.64532;2.637635
2019-03-19T04:21:41+01:00;0.570717;-2.27571;0.954022
2019-03-19T04:21:42+01:00;-0.978284;2.540032;-0.429321
2019-03-19T04:21:43+01:00;-2.493611;0.94945;-1.116537
2019-03-19T04:21:45+01:00;0.362814;-2.609818;2.242646
2019-03-19T04:21:46+01:00;-0.797935;2.62693;-0.865884
2019-03-19T04:21:47+01:00;-1.894082;1.623891;-0.583869
2019-03-19T04:21:52+01:00;-1.99559;1.491417;-0.511961
2019-03-19T04:21:53+01:00;-2.887983;0.532959;-0.463267
2019-03-19T04:21:54+01:00;2.305549;-0.413609;-0.439924
2019-03-19T04:21:59+01:00;1.926506;-0.812939;-1.309693
2019-03-19T04:22:00+01:00;1.017536;-1.76119;1.892875
2019-03-19T04:22:09+01:00;0.619098;-2.2669;1.508717
2019-03-19T04:22:10+01:00;-0.521648;2.938286;1.924159
2019-03-19T04:22:11+01:00;-1.984782;1.493449;-0.688946
2019-03-19T04:22:16+01:00;-2.387209;1.13063;0.684274
2019-03-19T04:22:17+01:00;2.865179;0.066611;-2.160121
2019-03-19T04:22:20+01:00;-1.387673;2.143275;0.785518
2019-03-19T04:22:21+01:00;-2.337877;1.153217;1.644922
2019-03-19T04:22:25+01:00;2.031273;-0.78025;2.755659
2019-03-19T04:22:26+01:00;0.195913;-2.570063;2.157894
2019-03-19T04:22:32+01:00;null;-0.748622;-2.270654
2019-03-19T04:22:33+01:00;0.605644;-2.148167;2.122841
2019-03-19T04:22:34+01:00;-0.437307;3.101553;1.066918
2019-03-19T04:22:39+01:00;-2.223447;1.235422;-1.338923
2019-03-19T04:22:40+01:00;2.586826;-0.247102;-2.892276
2019-03-19T04:22:41+01:00;1.118219;-1.693567;-2.197773
2019-03-19T04:22:48+01:00;-1.218009;2.212887;2.540006
2019-03-19T04:22:49+01:00;-0.270883;-3.041859;1.558479
2019-03-19T04:22:50+01:00;-1.431733;2.050288;0.081058
2019-03-19T04:22:55+01:00;1.802465;-1.034943;3.018456
2019-03-19T04:22:56+01:00;0.580913;-2.22046;1.884294
2019-03-19T04:22:59+01:00;1.871067;-1.03933;2.635103
2019-03-19T04:23:00+01:00;0.235892;-2.573244;2.717711
2019-03-19T04:23:05+01:00;-0.589262;2.71065;0.255365
2019-03-19T04:23:06+01:00;-2.591982;0.877651;0.979397
2019-03-19T04:23:07+01:00;2.477323;-0.45373;-1.38982
2019-03-19T04:23:12+01:00;-0.21917;-2.872385;1.215398
2019-03-19T04:23:13+01:00;-1.109157;2.418857;0.169091
2019-03-19T04:23:18+01:00;-2.858843;0.667298;0.861819
2019-03-19T04:23:19+01:00;2.448916;-0.407715;-1.691456
2019-03-19T04:23:20+01:00;1.220662;-1.5936;1.981224
2019-03-19T04:23:23+01:00;1.987695;-0.804039;-1.862285
2019-03-19T04:23:24+01:00;0.609914;-2.234685;-1.087173
2019-03-19T04:23:29+01:00;-1.297957;2.237451;-0.526554
2019-03-19T04:23:30+01:00;-2.610344;0.802029;-1.945363
2019-03-19T04:23:35+01:00;null;null;-0.340972
2019-03-19T04:23:36+01:00;1.572712;-1.295727;1.797538
2019-03-19T04:23:37+01:00;0.118626;-2.727656;-3.107692
2019-03-19T04:23:40+01:00;-1.678099;2.201781;2.595098
2019-03-19T04:23:41+01:00;-2.524271;1.573941;-0.210529
2019-03-19T04:23:42+01:00;2.339959;0.172454;-1.980876
2019-03-19T04:23:43+01:00;1.365959;-0.551077;-0.894154
2019-03-19T04:23:46+01:00;2.434789;0.35986;-2.555012
2019-03-19T04:23:47+01:00;1.133934;-1.314145;1.875419
2019-03-19T04:23:50+01:00;2.081706;0.055496;-0.105253
2019-03-19T04:23:51+01:00;0.653768;-1.36013;1.486365
2019-03-19T04:23:52+01:00;-1.242279;2.917751;2.086904
2019-03-19T04:23:53+01:00;-2.118798;1.997265;-0.33925
2019-03-19T04:23:54+01:00;2.727325;0.653827;0.030136
2019-03-19T04:23:57+01:00;-2.025718;1.882401;-0.696228
2019-03-19T04:23:58+01:00;-3.040936;0.969887;2.027972
2019-03-19T04:23:59+01:00;1.908947;-0.307454;0.452966
2019-03-19T04:24:00+01:00;0.961036;-1.074;2.326533
2019-03-19T04:24:03+01:00;2.688971;0.456391;-2.963895
2019-03-19T04:24:04+01:00;1.098406;-1.148719;-2.634992
2019-03-19T04:24:05+01:00;-0.312036;-2.412973;1.865486
2019-03-19T04:24:06+01:00;-1.367633;2.942009;0.610545
2019-03-19T04:24:07+01:00;-2.111796;2.06994;-0.897323
2019-03-19T04:24:10+01:00;-0.719738;-2.841633;2.761289
2019-03-19T04:24:11+01:00;-1.81581;2.524852;-0.994242
2019-03-19T04:24:12+01:00;2.603291;0.374158;-2.430527
2019-03-19T04:24:13+01:00;1.444383;-0.756024;0.082476
2019-03-19T04:24:16+01:00;-3.013395;1.22996;0.462859
2019-03-19T04:24:17+01:00;2.147071;0.115952;-1.703279
2019-03-19T04:24:20+01:00;-2.205045;2.066331;-0.226592
2019-03-19T04:24:21+01:00;-2.804098;1.283017;-1.757787
2019-03-19T04:24:22+01:00;0.182944;null;2.128081
2019-03-19T04:24:23+01:00;-0.932933;-2.892805;-2.588413
2019-03-19T04:24:24+01:00;-2.063409;1.79652;0.584609
2019-03-19T04:24:27+01:00;-0.001297;-2.052572;2.712559
2019-03-19T04:24:28+01:00;-1.2105;-3.112125;1.291369
2019-03-19T04:24:29+01:00;-2.008538;2.282723;-0.177462
2019-03-19T04:24:30+01:00;-2.688815;1.495093;-0.006869
2019-03-19T04:24:33+01:00;-1.77539;2.223684;-1.197318
2019-03-19T04:24:34+01:00;2.603016;0.522764;-1.259121
2019-03-19T04:24:37+01:00;-1.502456;2.911148;0.45498
2019-03-19T04:24:38+01:00;-2.495738;1.837636;1.754832
2019-03-19T04:24:39+01:00;2.596515;0.566049;-0.995631
2019-03-19T04:24:40+01:00;1.575364;-0.824262;2.847444
2019-03-19T04:24:41+01:00;0.603038;-1.507631;-3.113569
2019-03-19T04:24:43+01:00;2.037336;0.066734;-1.333153
2019-03-19T04:24:44+01:00;1.17849;-0.967369;2.534812
2019-03-19T04:24:45+01:00;0.201299;-1.792346;1.689238
2019-03-19T04:24:46+01:00;-1.041074;-3.019006;-2.497847
2019-03-19T04:24:47+01:00;-2.398238;1.702045;1.234664
2019-03-19T04:24:50+01:00;-0.975681;3.106773;0.440553
2019-03-19T04:24:51+01:00;-1.711128;2.310935;-0.838555
2019-03-19T04:24:52+01:00;2.721419;0.699454;-1.593995
2019-03-19T04:24:53+01:00;1.799536;-0.361964;-3.063781
2019-03-19T04:24:54+01:00;0.952507;-1.040314;-1.15286
2019-03-19T04:24:57+01:00;-2.899655;1.284162;0.072504
2019-03-19T04:24:58+01:00;2.498698;0.403106;1.181507
2019-03-19T04:25:03+01:00;2.374488;0.502119;-2.055923
2019-03-19T04:25:04+01:00;1.661828;-0.441817;3.014593
2019-03-19T04:25:05+01:00;0.794367;null;null
2019-03-19T04:25:07+01:00;-2.506365;1.731546;-3.029687
2019-03-19T04:25:08+01:00;3.001456;0.963071;-2.201586
2019-03-19T04:25:09+01:00;1.29696;-0.930973;-1.938319
2019-03-19T04:25:10+01:00;0.776464;-1.512993;-1.386271
2019-03-19T04:25:11+01:00;-0.642572;-2.760877;0.885673
2019-03-19T04:25:13+01:00;2.590157;0.495414;-1.746454
2019-03-19T04:25:14+01:00;1.795369;-0.269668;2.509881
2019-03-19T04:25:15+01:00;0.277661;-1.73748;2.105818
2019-03-19T04:25:20+01:00;-0.298464;-2.277904;2.841261
2019-03-19T04:25:21+01:00;-1.42723;2.785141;3.043828
2019-03-19T04:25:22+01:00;-2.35615;1.818671;1.163683
2019-03-19T04:25:24+01:00;0.459889;-1.947226;-2.848759
2019-03-19T04:25:25+01:00;-0.641514;-2.785623;0.51406
2019-03-19T04:25:26+01:00;-1.752422;2.113406;-1.258332
2019-03-19T04:25:27+01:00;2.860283;0.741178;-2.079149
2019-03-19T04:25:28+01:00;1.936547;-0.282429;-2.886756
2019-03-19T04:25:30+01:00;-0.808247;-3.003749;0.786758
2019-03-19T04:25:31+01:00;-1.442206;2.897521;2.575815
2019-03-19T04:25:32+01:00;-2.777911;1.445983;0.90989
2019-03-19T04:25:37+01:00;0.800582;-1.197119;1.921658
2019-03-19T04:25:38+01:00;-0.6168;-2.64665;0.510506
2019-03-19T04:25:39+01:00;-1.770704;2.919037;0.892983
2019-03-19T04:25:44+01:00;-1.959455;2.220074;0.1454
2019-03-19T04:25:45+01:00;-2.777029;1.139106;-1.272106
2019-03-19T04:25:50+01:00;-2.132888;1.993239;0.717239
2019-03-19T04:25:51+01:00;3.083816;0.976953;-2.053414
2019-03-19T04:25:52+01:00;2.284367;0.236414;-1.517492
2019-03-19T04:25:54+01:00;-0.359692;-2.6296;0.486778
2019-03-19T04:25:55+01:00;-2.566408;1.779105;1.221414
2019-03-19T04:25:56+01:00;3.118291;1.140088;-1.843258
2019-03-19T04:26:00+01:00;-1.253943;-3.119517;0.083726
2019-03-19T04:26:01+01:00;-2.377696;1.626641;-0.115217
2019-03-19T04:26:02+01:00;2.643641;0.678386;-2.169246
2019-03-19T04:26:07+01:00;2.353203;0.199192;-2.509507
2019-03-19T04:26:08+01:00;1.498027;-0.702882;2.316497
2019-03-19T04:26:09+01:00;-0.042552;-2.01858;1.33552
2019-03-19T04:26:16+01:00;-2.034178;2.054751;1.469506
2019-03-19T04:26:17+01:00;-2.896043;1.533207;0.495803
2019-03-19T04:26:18+01:00;2.322919;0.151866;-1.975545
2019-03-19T04:26:23+01:00;-2.920666;1.009117;0.092078
2019-03-19T04:26:24+01:00;2.460786;0.372691;-2.710622
2019-03-19T04:26:30+01:00;null;null;1.778541
2019-03-19T04:26:31+01:00;-1.038563;-3.138381;0.837468
2019-03-19T04:26:32+01:00;-1.928709;2.144641;-1.67043
2019-03-19T04:26:40+01:00;1.139387;-1.007152;1.701998
2019-03-19T04:26:41+01:00;-0.341804;-2.338051;0.513113
2019-03-19T04:26:46+01:00;2.316339;0.206949;-2.525593
2019-03-19T04:26:47+01:00;1.306654;-0.737436;2.047256
2019-03-19T04:26:48+01:00;0.229396;-1.791901;-2.421136
2019-03-19T04:26:51+01:00;1.758025;-0.296438;2.411633
2019-03-19T04:26:52+01:00;0.327253;-1.724173;-2.310421
2019-03-19T04:26:53+01:00;-1.097434;-3.124428;1.020715
2019-03-19T04:26:54+01:00;-2.429193;1.768192;2.029994
2019-03-19T04:26:57+01:00;-1.537043;2.554102;-0.823891
2019-03-19T04:26:58+01:00;-3.03076;1.059647;-2.369251
2019-03-19T04:27:03+01:00;null;-1.439012;-1.887172
2019-03-19T04:27:04+01:00;-0.207453;-2.317716;2.887023
2019-03-19T04:27:05+01:00;-1.247633;2.993356;-0.19034
2019-03-19T04:27:08+01:00;-1.191999;3.020271;-0.403723
2019-03-19T04:27:09+01:00;-2.11399;1.902539;-2.368367
2019-03-19T04:27:10+01:00;-2.94682;1.103361;-0.314161
2019-03-19T04:27:11+01:00;2.353341;0.297216;-2.437377
2019-03-19T04:27:14+01:00;-2.047671;2.126148;-0.740591
2019-03-19T04:27:15+01:00;2.921362;0.79862;-1.469179
2019-03-19T04:27:16+01:00;1.389039;-0.935425;-0.878398
2019-03-19T04:27:17+01:00;0.204039;-1.972773;0.082669
2019-03-19T04:27:18+01:00;-1.49672;2.60178;-0.286064
2019-03-19T04:27:21+01:00;3.111264;0.935252;-2.335812
2019-03-19T04:27:22+01:00;1.719142;-0.38521;0.634882
2019-03-19T04:27:23+01:00;0.879109;-1.516377;-0.182145
2019-03-19T04:27:24+01:00;-0.055399;-2.290761;2.869903
2019-03-19T04:27:27+01:00;0.951216;-1.281406;2.196217
2019-03-19T04:27:28+01:00;-0.354026;-2.37004;-1.738657
2019-03-19T04:27:31+01:00;2.425961;0.385656;-1.153772
2019-03-19T04:27:32+01:00;1.117327;-0.933438;-1.603991
2019-03-19T04:27:33+01:00;-0.178073;-2.237558;null
2019-03-19T04:27:34+01:00;-0.883586;-3.118829;0.938429
2019-03-19T04:27:35+01:00;-1.798515;2.255613;1.632444
2019-03-19T04:27:38+01:00;0.3229;-1.679992;1.342964
2019-03-19T04:27:39+01:00;-0.602831;-2.609637;1.468208
2019-03-19T04:27:40+01:00;-1.306372;-3.121623;2.777335
2019-03-19T04:27:41+01:00;-2.701746;1.224477;-1.833845
2019-03-19T04:27:44+01:00;-1.037409;-3.123253;-0.17327
2019-03-19T04:27:45+01:00;-2.028453;2.288148;-1.246411
2019-03-19T04:27:48+01:00;-2.030153;2.078047;-1.392101
2019-03-19T04:27:49+01:00;-2.990447;1.04183;-1.684977
2019-03-19T04:27:50+01:00;null;-0.238569;-2.810874
2019-03-19T04:27:51+01:00;1.062269;-0.592539;2.196387
2019-03-19T04:27:52+01:00;-0.461495;-2.351853;2.826706
2019-03-19T04:27:54+01:00;2.779275;0.755008;-2.254296
2019-03-19T04:27:55+01:00;1.366868;-0.744764;-3.067905
2019-03-19T04:27:56+01:00;0.054877;-2.175042;2.305341
2019-03-19T04:27:57+01:00;-1.37545;2.875504;-0.524905
2019-03-19T04:27:58+01:00;0.282109;-1.791885;-2.443701
2019-03-19T04:28:01+01:00;1.423965;-0.805086;2.896252
2019-03-19T04:28:02+01:00;0.35137;-1.610077;1.391891
2019-03-19T04:28:03+01:00;-1.470229;2.903736;0.159358
2019-03-19T04:28:04+01:00;-2.952209;1.421098;-0.812295
2019-03-19T04:28:05+01:00;2.403843;0.319329;-2.103216
2019-03-19T04:28:08+01:00;-3.063476;1.01131;0.979592
2019-03-19T04:28:09+01:00;2.426469;0.368176;-1.93999
2019-03-19T04:28:14+01:00;2.218172;0.012647;-1.246735
2019-03-19T04:28:15+01:00;0.958072;-1.38171;2.828305
2019-03-19T04:28:18+01:00;2.50675;0.675106;-2.429787
2019-03-19T04:28:19+01:00;1.52334;-0.585011;-2.68129
2019-03-19T04:28:20+01:00;0.595281;-1.521627;null
2019-03-19T04:28:21+01:00;-0.708576;-2.752052;-0.273859
2019-03-19T04:28:22+01:00;-2.037329;1.996306;-0.73006
2019-03-19T04:28:24+01:00;null;-1.698525;0.76379
2019-03-19T04:28:25+01:00;-1.414595;2.835675;2.752845
2019-03-19T04:28:26+01:00;3.140606;1.209435;-2.368468
2019-03-19T04:28:31+01:00;2.092792;0.015886;-2.483261
2019-03-19T04:28:32+01:00;0.952104;-1.061983;2.495684
2019-03-19T04:28:35+01:00;1.772837;-0.345885;-1.960883
2019-03-19T04:28:36+01:00;0.704891;-1.162369;1.594132
2019-03-19T04:28:37+01:00;-0.589132;-2.702348;-2.236329
2019-03-19T04:28:38+01:00;-1.62088;2.720398;2.091926
2019-03-19T04:28:39+01:00;-2.619976;1.459007;2.819539
2019-03-19T04:28:41+01:00;0.495282;-1.399336;2.506379
2019-03-19T04:28:42+01:00;-0.433581;-2.509152;2.202924
2019-03-19T04:28:43+01:00;-1.272808;2.889285;2.419232
2019-03-19T04:28:44+01:00;-2.681067;1.657687;0.688834
2019-03-19T04:28:45+01:00;2.128812;0.085769;-0.510797
2019-03-19T04:28:48+01:00;-2.692923;1.359825;-1.992662
2019-03-19T04:28:49+01:00;2.272454;0.028028;-2.083287
2019-03-19T04:28:50+01:00;1.016382;-0.925918;-2.81425
2019-03-19T04:28:51+01:00;-0.329178;-2.452039;-2.943784
2019-03-19T04:28:52+01:00;-1.768163;2.689433;-0.638121
2019-03-19T04:28:55+01:00;-0.935726;-3.034415;2.956204
2019-03-19T04:28:56+01:00;-2.008914;2.239413;-0.350195
2019-03-19T04:29:01+01:00;-2.780774;1.258921;-2.311751
2019-03-19T04:29:02+01:00;2.02365;0.078891;-2.580528
2019-03-19T04:29:03+01:00;0.776814;-1.104596;null
2019-03-19T04:29:05+01:00;-2.335445;1.698887;-1.081334
2019-03-19T04:29:06+01:00;3.080798;0.96827;-0.349816
2019-03-19T04:29:07+01:00;1.641567;-0.454573;2.417129
2019-03-19T04:29:08+01:00;0.362587;-1.517212;-1.881182
2019-03-19T04:29:09+01:00;-0.559606;-2.651188;2.346901
2019-03-19T04:29:11+01:00;2.409531;0.074896;-2.64924
2019-03-19T04:29:12+01:00;1.084112;-0.872847;2.484773
2019-03-19T04:29:13+01:00;-0.489899;-2.311561;0.58229
2019-03-19T04:29:18+01:00;0.383072;-1.824707;2.52043
2019-03-19T04:29:19+01:00;-0.514598;-2.586744;2.290195
2019-03-19T04:29:20+01:00;-1.86378;2.35697;0.819521
2019-03-19T04:29:25+01:00;-2.083017;2.177817;-0.000922
2019-03-19T04:29:26+01:00;2.850055;0.864053;-2.744435
2019-03-19T04:29:34+01:00;-1.919703;2.194103;0.079004
2019-03-19T04:29:35+01:00;3.093579;1.021455;-0.74707
2019-03-19T04:29:41+01:00;2.750532;0.453626;-2.09847
2019-03-19T04:29:42+01:00;1.729491;-0.622636;2.236836
2019-03-19T04:29:43+01:00;0.105824;-1.834145;1.468594
2019-03-19T04:29:48+01:00;-0.876003;-2.760431;0.563187
2019-03-19T04:29:49+01:00;-1.822034;2.326275;-0.85592
2019-03-19T04:29:50+01:00;-2.501138;1.739831;-0.169206
2019-03-19T04:29:57+01:00;2.072297;-0.013202;-0.714265
2019-03-19T04:29:58+01:00;0.715673;-1.186982;2.798918
2019-03-19T04:30:01+01:00;2.018893;0.083854;-2.921782
2019-03-19T04:30:02+01:00;1.098086;-1.001205;-1.228087
2019-03-19T04:30:03+01:00;-0.264841;-2.257577;2.539623
2019-03-19T04:30:04+01:00;-1.532765;2.627856;0.338418
2019-03-19T04:30:05+01:00;-2.523246;1.701727;-1.224098
2019-03-19T04:30:08+01:00;-1.567501;2.545098;-0.954963
2019-03-19T04:30:09+01:00;-2.602923;1.540518;-0.465384
2019-03-19T04:30:14+01:00;2.994718;1.023739;0.3776
2019-03-19T04:30:15+01:00;1.882342;-0.160229;-3.114415
2019-03-19T04:30:16+01:00;-2.350184;1.686456;-1.115723
2019-03-19T04:30:21+01:00;1.856366;-0.144636;-2.369939
2019-03-19T04:30:22+01:00;0.570172;-1.518787;-1.608635
2019-03-19T04:30:31+01:00;0.235738;-1.792314;1.873031
2019-03-19T04:30:32+01:00;-0.984056;3.110941;0.111081
2019-03-19T04:30:33+01:00;-2.153488;2.080232;-0.888831
2019-03-19T04:30:38+01:00;1.786608;-0.270079;0.04778
2019-03-19T04:30:39+01:00;0.557509;-1.314283;1.552229
2019-03-19T04:30:44+01:00;-0.944938;-3.089157;-0.141765
2019-03-19T04:30:45+01:00;-2.80902;1.233029;-2.267492
2019-03-19T04:30:46+01:00;2.400011;0.233266;-2.671593
2019-03-19T04:30:49+01:00;2.673421;0.598605;-2.143085
2019-03-19T04:30:50+01:00;1.710119;-0.577865;3.115057
2019-03-19T04:30:51+01:00;0.023367;-2.032514;1.006066
2019-03-19T04:30:52+01:00;-1.659769;2.398131;-1.013705
2019-03-19T04:30:55+01:00;-1.956017;2.27914;-0.474878
2019-03-19T04:30:56+01:00;2.999084;0.859253;1.277829
2019-03-19T04:31:01+01:00;null;null;-2.41564
2019-03-19T04:31:02+01:00;-0.979766;3.079215;-0.125796
2019-03-19T04:31:03+01:00;-1.900632;2.31623;2.045965
2019-03-19T04:31:06+01:00;-1.961069;2.404553;2.182282
2019-03-19T04:31:07+01:00;2.738532;0.831135;-1.160107
2019-03-19T04:31:08+01:00;1.525635;-0.430201;2.037195
2019-03-19T04:31:09+01:00;-0.64251;-2.816792;0.900174
2019-03-19T04:31:12+01:00;-1.028863;-2.956866;3.023306
2019-03-19T04:31:13+01:00;-2.193915;2.000844;-1.214104
2019-03-19T04:31:14+01:00;2.198879;0.069153;-3.08723
2019-03-19T04:31:15+01:00;0.619362;-1.361156;-1.126649
2019-03-19T04:31:16+01:00;-0.62467;-2.476035;1.302763
2019-03-19T04:31:19+01:00;-0.347785;-2.250006;0.979739
2019-03-19T04:31:20+01:00;-1.602505;2.611221;-0.744826
2019-03-19T04:31:21+01:00;-2.821277;1.278773;-1.518344
2019-03-19T04:31:22+01:00;1.796745;-0.281553;-1.931385
2019-03-19T04:31:25+01:00;1.906101;-0.346825;-1.923657
2019-03-19T04:31:26+01:00;0.182062;-1.829433;-2.410704
2019-03-19T04:31:32+01:00;2.105106;0.194344;-1.652151
2019-03-19T04:31:33+01:00;1.016356;-1.142743;-1.656522
2019-03-19T04:31:36+01:00;1.293172;-0.763678;2.546731
2019-03-19T04:31:37+01:00;0.034597;-2.016935;2.026572
2019-03-19T04:31:38+01:00;-1.539288;2.567146;-0.348241
2019-03-19T04:31:39+01:00;-3.034316;1.171391;2.257138
2019-03-19T04:31:42+01:00;3.128873;1.08889;0.041192
2019-03-19T04:31:43+01:00;2.383392;0.439439;-1.510225
2019-03-19T04:31:44+01:00;1.0416;null;null
2019-03-19T04:31:46+01:00;-2.898132;1.413999;-1.422894
2019-03-19T04:31:47+01:00;1.835121;-0.341785;-1.961941
2019-03-19T04:31:48+01:00;0.252633;-1.816073;1.023762
2019-03-19T04:31:49+01:00;-0.890408;-3.076047;0.435125
2019-03-19T04:31:50+01:00;-1.927629;2.360427;2.816551
2019-03-19T04:31:53+01:00;-0.041969;-2.202217;1.953091
2019-03-19T04:31:54+01:00;-1.225149;-3.137533;0.85484
2019-03-19T04:31:55+01:00;-2.01778;2.15429;-2.689023
2019-03-19T04:31:56+01:00;-2.907078;1.19544;-1.576153
2019-03-19T04:31:59+01:00;-1.787377;2.339548;-1.312129
2019-03-19T04:32:00+01:00;-2.855675;1.339884;0.507593
2019-03-19T04:32:01+01:00;1.826726;-0.157567;-2.520935
2019-03-19T04:32:02+01:00;0.582444;-1.573691;2.911509
2019-03-19T04:32:03+01:00;-0.383911;-2.63773;-2.605214
2019-03-19T04:32:06+01:00;1.618252;-0.228744;3.122623
2019-03-19T04:32:07+01:00;0.6082;-1.321095;1.85648
2019-03-19T04:32:09+01:00;-2.896097;1.235925;1.214842
2019-03-19T04:32:10+01:00;2.135461;0.055459;-2.121521
2019-03-19T04:32:11+01:00;0.674944;-1.475951;2.654541
2019-03-19T04:32:12+01:00;-0.616994;-2.641652;0.591586
2019-03-19T04:32:13+01:00;-2.311514;1.934166;-2.179033
2019-03-19T04:32:16+01:00;-0.257295;-2.426059;-2.761767
2019-03-19T04:32:17+01:00;-1.41942;2.69549;0.441009
2019-03-19T04:32:18+01:00;-2.977525;1.062501;2.894651
2019-03-19T04:32:19+01:00;1.788668;-0.027346;2.906837
2019-03-19T04:32:20+01:00;0.841382;-1.548756;-3.054266
2019-03-19T04:32:23+01:00;-1.057602;2.982383;-0.441245
2019-03-19T04:32:24+01:00;-2.565768;1.461094;0.488408
2019-03-19T04:32:25+01:00;2.568429;0.759778;-0.671966
2019-03-19T04:32:26+01:00;0.944409;-1.059826;-0.657963
2019-03-19T04:32:29+01:00;1.272651;-1.016733;-2.054716
2019-03-19T04:32:30+01:00;-0.381308;-2.665311;1.352717
2019-03-19T04:32:31+01:00;-1.534142;null;2.682981
2019-03-19T04:32:32+01:00;-2.735781;1.267444;0.952603
2019-03-19T04:32:33+01:00;1.965328;-0.058644;-1.140049
2019-03-19T04:32:36+01:00;-2.720843;1.552892;-1.359545
2019-03-19T04:32:37+01:00;2.258972;0.442024;2.16539
2019-03-19T04:32:39+01:00;-1.498213;2.642592;1.521061
2019-03-19T04:32:40+01:00;2.316603;0.166272;0.855465
2019-03-19T04:32:41+01:00;0.999108;-0.881919;2.552044
2019-03-19T04:32:42+01:00;-0.126284;-2.057016;1.05785
2019-03-19T04:32:43+01:00;-1.751006;2.53084;1.247073
2019-03-19T04:32:46+01:00;-1.5519;2.857685;0.069738
2019-03-19T04:32:47+01:00;-2.586449;1.422145;-1.346051
2019-03-19T04:32:48+01:00;2.197629;0.000264;2.931975
2019-03-19T04:32:49+01:00;0.487166;-1.575783;1.797219
2019-03-19T04:32:50+01:00;-0.983802;-3.138879;-0.139651
2019-03-19T04:32:53+01:00;0.239372;-1.857206;1.040115
2019-03-19T04:32:54+01:00;-1.934687;2.436228;-3.073875
2019-03-19T04:32:56+01:00;-0.295424;-2.521738;1.565706
2019-03-19T04:32:57+01:00;-1.488637;2.625664;-0.074742
2019-03-19T04:32:58+01:00;-2.760225;1.579047;-1.427572
2019-03-19T04:32:59+01:00;2.03613;-0.165208;-2.428228
2019-03-19T04:33:00+01:00;0.476791;-1.712126;2.687467
2019-03-19T04:33:01+01:00;-0.865464;-2.997356;0.061737
2019-03-19T04:33:03+01:00;1.830128;-0.272109;-2.334128
2019-03-19T04:33:04+01:00;0.711539;-1.412782;-2.570082
2019-03-19T04:33:05+01:00;-0.501735;-2.433787;2.355864
