Time;Freq phase A;Freq phase B
2019-03-19T02:50:09+01:00;50.019001;50.019485
2019-03-19T02:50:10+01:00;50.019554;50.019768
2019-03-19T02:50:11+01:00;50.020283;50.020298
2019-03-19T02:50:14+01:00;50.018826;50.019142
2019-03-19T02:50:15+01:00;50.019524;50.020405
2019-03-19T02:50:16+01:00;50.022236;50.022881
2019-03-19T02:50:17+01:00;50.023129;50.02319
2019-03-19T02:50:20+01:00;50.016949;50.017262
2019-03-19T02:50:21+01:00;50.016411;50.015591
2019-03-19T02:50:22+01:00;50.017567;50.018242
2019-03-19T02:50:23+01:00;50.018608;50.017971
2019-03-19T02:50:24+01:00;50.017872;50.016926
2019-03-19T02:50:27+01:00;50.014095;50.01379
2019-03-19T02:50:28+01:00;50.013721;50.013584
2019-03-19T02:50:31+01:00;50.00938;50.009502
2019-03-19T02:50:32+01:00;50.00877;50.00872
2019-03-19T02:50:33+01:00;50.010506;50.009876
2019-03-19T02:50:34+01:00;50.010517;50.010605
2019-03-19T02:50:35+01:00;50.010853;50.010078
2019-03-19T02:50:38+01:00;50.008804;50.008339
2019-03-19T02:50:39+01:00;50.007053;50.007298
2019-03-19T02:50:40+01:00;50.008854;50.008682
2019-03-19T02:50:41+01:00;50.008434;50.008896
2019-03-19T02:50:44+01:00;50.005604;50.004803
2019-03-19T02:50:45+01:00;50.006218;50.006325
2019-03-19T02:50:50+01:00;50.006413;50.006245
2019-03-19T02:50:51+01:00;50.006866;50.00647
2019-03-19T02:50:52+01:00;50.007706;50.00663
2019-03-19T02:50:54+01:00;50.013264;50.014015
2019-03-19T02:50:55+01:00;50.014877;50.015419
2019-03-19T02:50:56+01:00;50.017597;50.016373
2019-03-19T02:50:57+01:00;50.016315;50.015774
2019-03-19T02:50:58+01:00;50.015862;50.016369
2019-03-19T02:51:01+01:00;50.01981;50.020782
2019-03-19T02:51:02+01:00;50.020504;50.020023
2019-03-19T02:51:03+01:00;50.02066;50.02
2019-03-19T02:51:04+01:00;50.019775;50.019627
2019-03-19T02:51:05+01:00;50.018665;50.018768
2019-03-19T02:51:08+01:00;50.016613;50.016468
2019-03-19T02:51:09+01:00;50.015923;50.016968
2019-03-19T02:51:11+01:00;50.017605;50.017559
2019-03-19T02:51:12+01:00;50.017502;50.017548
2019-03-19T02:51:13+01:00;50.018471;50.018597
2019-03-19T02:51:14+01:00;50.017693;50.017872
2019-03-19T02:51:15+01:00;50.016636;50.017746
2019-03-19T02:51:18+01:00;50.018124;50.017147
2019-03-19T02:51:19+01:00;50.019196;50.018791
2019-03-19T02:51:20+01:00;50.017609;null
2019-03-19T02:51:21+01:00;50.015125;50.015152
2019-03-19T02:51:22+01:00;50.015419;50.015644
2019-03-19T02:51:25+01:00;50.017288;50.017143
2019-03-19T02:51:26+01:00;50.017822;50.017372
2019-03-19T02:51:31+01:00;50.017403;50.016319
2019-03-19T02:51:32+01:00;50.017288;50.017361
2019-03-19T02:51:35+01:00;50.017609;50.017921
2019-03-19T02:51:36+01:00;50.017159;50.017578
2019-03-19T02:51:37+01:00;50.016968;50.017208
2019-03-19T02:51:38+01:00;50.018379;50.017689
2019-03-19T02:51:39+01:00;50.020657;50.020844
2019-03-19T02:51:42+01:00;50.02124;50.019943
2019-03-19T02:51:43+01:00;50.019142;50.018559
2019-03-19T02:51:48+01:00;50.016811;50.016624
2019-03-19T02:51:49+01:00;50.015377;50.015633
2019-03-19T02:51:50+01:00;50.014408;50.014053
2019-03-19T02:51:52+01:00;50.012539;50.012577
2019-03-19T02:51:53+01:00;50.012627;50.011971
2019-03-19T02:51:54+01:00;50.012764;50.012772
2019-03-19T02:51:55+01:00;50.011311;50.012383
2019-03-19T02:51:56+01:00;50.011299;50.011116
2019-03-19T02:51:58+01:00;50.014568;50.014675
2019-03-19T02:51:59+01:00;50.013397;50.013489
2019-03-19T02:52:00+01:00;50.014793;50.014446
2019-03-19T02:52:01+01:00;50.014473;50.015015
2019-03-19T02:52:02+01:00;50.013992;50.013664
2019-03-19T02:52:03+01:00;50.012203;null
2019-03-19T02:52:05+01:00;50.016361;50.016254
2019-03-19T02:52:06+01:00;50.01622;50.015663
2019-03-19T02:52:07+01:00;50.016235;50.015888
2019-03-19T02:52:12+01:00;50.018894;50.018723
2019-03-19T02:52:13+01:00;50.019798;50.019238
2019-03-19T02:52:18+01:00;50.026237;50.0266
2019-03-19T02:52:19+01:00;50.026901;50.026241
2019-03-19T02:52:20+01:00;50.026073;50.025784
2019-03-19T02:52:22+01:00;50.020828;50.020718
2019-03-19T02:52:23+01:00;50.020134;50.01963
2019-03-19T02:52:24+01:00;50.017391;50.017689
2019-03-19T02:52:25+01:00;50.015686;50.0158
2019-03-19T02:52:26+01:00;50.014549;50.013962
2019-03-19T02:52:29+01:00;50.014782;50.015858
2019-03-19T02:52:30+01:00;50.016953;50.01582
2019-03-19T02:52:35+01:00;null;50.018494
2019-03-19T02:52:36+01:00;50.018208;50.017761
2019-03-19T02:52:37+01:00;50.017822;50.018867
2019-03-19T02:52:39+01:00;50.016846;50.016869
2019-03-19T02:52:40+01:00;50.015125;50.015415
2019-03-19T02:52:41+01:00;50.014133;50.014126
2019-03-19T02:52:42+01:00;50.01334;50.012806
2019-03-19T02:52:43+01:00;50.01178;50.012253
2019-03-19T02:52:46+01:00;50.012016;50.011711
2019-03-19T02:52:47+01:00;50.012516;50.011818
2019-03-19T02:52:53+01:00;50.014729;50.014259
2019-03-19T02:52:54+01:00;50.015213;50.015358
2019-03-19T02:52:59+01:00;50.01458;50.013569
2019-03-19T02:53:00+01:00;50.013474;50.013271
2019-03-19T02:53:03+01:00;50.013184;50.013039
2019-03-19T02:53:04+01:00;50.011673;50.01218
2019-03-19T02:53:05+01:00;50.014053;50.013062
2019-03-19T02:53:06+01:00;50.014469;50.013718
2019-03-19T02:53:07+01:00;50.013752;50.014015
2019-03-19T02:53:09+01:00;null;50.014801
2019-03-19T02:53:10+01:00;50.016174;50.016884
2019-03-19T02:53:11+01:00;50.017517;50.016994
2019-03-19T02:53:16+01:00;50.018044;50.017776
2019-03-19T02:53:17+01:00;50.01693;50.016972
2019-03-19T02:53:20+01:00;50.013039;50.013485
2019-03-19T02:53:21+01:00;50.013508;50.012531
2019-03-19T02:53:22+01:00;50.012455;50.011993
2019-03-19T02:53:23+01:00;50.012173;50.012844
2019-03-19T02:53:24+01:00;50.013885;50.013832
2019-03-19T02:53:26+01:00;null;50.011784
2019-03-19T02:53:27+01:00;50.012829;50.012543
2019-03-19T02:53:28+01:00;50.011486;50.011105
2019-03-19T02:53:33+01:00;50.008385;50.009811
2019-03-19T02:53:34+01:00;50.009357;50.009438
2019-03-19T02:53:35+01:00;50.010708;50.010181
2019-03-19T02:53:40+01:00;50.010494;50.010853
2019-03-19T02:53:41+01:00;50.01226;50.011105
2019-03-19T02:53:46+01:00;50.007099;50.007942
2019-03-19T02:53:47+01:00;50.008148;50.007507
2019-03-19T02:53:48+01:00;50.008984;50.008183
2019-03-19T02:53:50+01:00;50.008423;50.008381
2019-03-19T02:53:51+01:00;50.007607;50.007999
2019-03-19T02:53:52+01:00;50.008053;50.007988
2019-03-19T02:53:57+01:00;50.013538;50.014301
2019-03-19T02:53:58+01:00;50.012119;50.012295
2019-03-19T02:54:03+01:00;50.01609;50.015675
2019-03-19T02:54:04+01:00;50.017078;50.017178
2019-03-19T02:54:05+01:00;50.018265;50.019154
2019-03-19T02:54:07+01:00;50.020573;50.020947
2019-03-19T02:54:08+01:00;50.021164;50.020267
2019-03-19T02:54:09+01:00;50.021416;50.020947
2019-03-19T02:54:14+01:00;50.024483;50.024586
2019-03-19T02:54:15+01:00;50.023823;50.022968
2019-03-19T02:54:21+01:00;50.01899;50.019199
2019-03-19T02:54:22+01:00;50.019054;50.01902
2019-03-19T02:54:29+01:00;50.01458;50.014469
2019-03-19T02:54:30+01:00;50.014893;50.014221
2019-03-19T02:54:31+01:00;50.015316;50.015381
2019-03-19T02:54:37+01:00;50.006618;50.006905
2019-03-19T02:54:38+01:00;50.006931;50.006851
2019-03-19T02:54:39+01:00;50.00877;50.008385
2019-03-19T02:54:44+01:00;50.013187;50.013111
2019-03-19T02:54:45+01:00;50.013897;50.014385
2019-03-19T02:54:48+01:00;50.014759;50.015064
2019-03-19T02:54:49+01:00;50.015713;50.015587
2019-03-19T02:54:50+01:00;50.015209;50.014767
2019-03-19T02:54:53+01:00;50.018063;50.016941
2019-03-19T02:54:54+01:00;50.017349;50.01696
2019-03-19T02:55:01+01:00;50.01458;50.014736
2019-03-19T02:55:02+01:00;50.014156;50.014149
2019-03-19T02:55:03+01:00;50.011921;50.012951
2019-03-19T02:55:10+01:00;50.007641;50.008724
2019-03-19T02:55:11+01:00;50.006786;50.006516
2019-03-19T02:55:16+01:00;null;50.008968
2019-03-19T02:55:17+01:00;50.010223;50.009945
2019-03-19T02:55:18+01:00;50.010601;50.011211
2019-03-19T02:55:25+01:00;50.021679;50.021824
2019-03-19T02:55:26+01:00;50.02129;50.021938
2019-03-19T02:55:34+01:00;50.018112;50.018055
2019-03-19T02:55:35+01:00;50.016842;50.016068
2019-03-19T02:55:40+01:00;50.011658;50.012581
2019-03-19T02:55:41+01:00;50.010757;50.010509
2019-03-19T02:55:48+01:00;50.013004;50.012749
2019-03-19T02:55:49+01:00;50.013458;50.01437
2019-03-19T02:55:50+01:00;50.013969;50.012718
2019-03-19T02:55:57+01:00;50.00565;50.005096
2019-03-19T02:55:58+01:00;50.00465;50.005001
2019-03-19T02:56:04+01:00;49.996021;49.996204
2019-03-19T02:56:05+01:00;49.995209;49.995914
2019-03-19T02:56:08+01:00;49.993324;49.99334
2019-03-19T02:56:09+01:00;49.993279;49.993332
2019-03-19T02:56:14+01:00;49.99926;49.999283
2019-03-19T02:56:15+01:00;50.001152;50.001465
2019-03-19T02:56:16+01:00;50.001575;50.000664
2019-03-19T02:56:21+01:00;50.003353;50.003235
2019-03-19T02:56:22+01:00;50.001701;50.000965
2019-03-19T02:56:29+01:00;50.005497;50.004669
2019-03-19T02:56:30+01:00;50.004494;50.003605
2019-03-19T02:56:38+01:00;50.002823;50.00346
2019-03-19T02:56:39+01:00;50.004108;50.004597
2019-03-19T02:56:44+01:00;50.000999;50.0023
2019-03-19T02:56:45+01:00;50.001404;50.001625
2019-03-19T02:56:46+01:00;50.004025;50.003349
2019-03-19T02:56:49+01:00;49.997566;49.997993
2019-03-19T02:56:50+01:00;49.996254;49.996326
2019-03-19T02:56:51+01:00;49.997025;49.996941
2019-03-19T02:56:52+01:00;49.997688;49.997753
2019-03-19T02:56:55+01:00;49.992336;49.991928
2019-03-19T02:56:56+01:00;49.990223;49.991028
2019-03-19T02:57:02+01:00;49.987202;49.987125
2019-03-19T02:57:03+01:00;49.988335;49.987934
2019-03-19T02:57:06+01:00;49.988739;49.988659
2019-03-19T02:57:07+01:00;49.987228;49.988628
2019-03-19T02:57:08+01:00;49.987888;49.988106
2019-03-19T02:57:09+01:00;49.988037;49.98727
2019-03-19T02:57:12+01:00;49.985401;49.985832
2019-03-19T02:57:13+01:00;49.987255;49.987095
2019-03-19T02:57:14+01:00;49.987129;49.987579
2019-03-19T02:57:15+01:00;49.988014;49.987957
2019-03-19T02:57:16+01:00;49.988865;49.988117
2019-03-19T02:57:19+01:00;49.988899;49.989117
2019-03-19T02:57:20+01:00;49.990959;49.99041
2019-03-19T02:57:25+01:00;49.993263;49.993786
2019-03-19T02:57:26+01:00;49.99453;49.993534
2019-03-19T02:57:32+01:00;49.994125;49.994499
2019-03-19T02:57:33+01:00;49.99379;49.992809
2019-03-19T02:57:36+01:00;49.995449;49.995556
2019-03-19T02:57:37+01:00;49.997486;49.997505
2019-03-19T02:57:42+01:00;50.002213;50.002045
2019-03-19T02:57:43+01:00;50.003998;50.00391
2019-03-19T02:57:44+01:00;50.004158;null
2019-03-19T02:57:49+01:00;50.005619;50.006084
2019-03-19T02:57:50+01:00;50.006489;50.005436
2019-03-19T02:57:53+01:00;50.008221;50.008808
2019-03-19T02:57:54+01:00;50.00946;50.008915
2019-03-19T02:57:55+01:00;50.01178;50.011959
2019-03-19T02:57:56+01:00;50.009651;50.010048
2019-03-19T02:57:59+01:00;50.010036;50.009926
2019-03-19T02:58:00+01:00;50.010494;50.010307
2019-03-19T02:58:01+01:00;50.011845;50.011475
2019-03-19T02:58:02+01:00;50.010269;50.01075
2019-03-19T02:58:03+01:00;50.011757;50.012501
2019-03-19T02:58:06+01:00;50.011948;50.012218
2019-03-19T02:58:07+01:00;50.011654;50.011902
2019-03-19T02:58:08+01:00;50.011585;50.011421
2019-03-19T02:58:09+01:00;50.012478;50.012497
2019-03-19T02:58:12+01:00;50.014893;50.015568
2019-03-19T02:58:13+01:00;50.015751;50.014759
2019-03-19T02:58:14+01:00;50.012897;50.012142
2019-03-19T02:58:16+01:00;null;50.012558
2019-03-19T02:58:17+01:00;50.014225;50.014133
2019-03-19T02:58:18+01:00;50.015045;50.015472
2019-03-19T02:58:19+01:00;50.015392;50.015015
2019-03-19T02:58:20+01:00;50.015903;50.01577
2019-03-19T02:58:23+01:00;50.018826;50.018097
2019-03-19T02:58:24+01:00;50.017677;50.01722
2019-03-19T02:58:25+01:00;50.017204;50.017223
2019-03-19T02:58:26+01:00;50.018063;50.018482
2019-03-19T02:58:29+01:00;50.016693;50.016476
2019-03-19T02:58:30+01:00;50.01321;50.013908
2019-03-19T02:58:31+01:00;50.012947;null
2019-03-19T02:58:32+01:00;50.013336;50.012527
2019-03-19T02:58:33+01:00;50.012577;50.011589
2019-03-19T02:58:36+01:00;50.006882;50.006847
2019-03-19T02:58:37+01:00;50.00782;50.008049
2019-03-19T02:58:40+01:00;50.005444;50.006187
2019-03-19T02:58:41+01:00;50.004566;50.003757
2019-03-19T02:58:42+01:00;50.003567;50.00407
2019-03-19T02:58:43+01:00;50.003963;50.004116
2019-03-19T02:58:46+01:00;50.003876;50.004108
2019-03-19T02:58:47+01:00;50.001637;50.002197
2019-03-19T02:58:48+01:00;50.000614;50.00058
2019-03-19T02:58:49+01:00;50.000038;50.001026
2019-03-19T02:58:50+01:00;50.001041;50.002159
2019-03-19T02:58:53+01:00;50.001984;50.002132
2019-03-19T02:58:54+01:00;50.002396;50.002258
2019-03-19T02:58:59+01:00;49.996906;49.996288
2019-03-19T02:59:00+01:00;49.996498;49.995441
2019-03-19T02:59:01+01:00;49.994839;49.994984
2019-03-19T02:59:03+01:00;49.993046;49.993134
2019-03-19T02:59:04+01:00;49.993366;49.99258
2019-03-19T02:59:05+01:00;49.992535;49.992542
2019-03-19T02:59:06+01:00;49.991608;49.992882
2019-03-19T02:59:07+01:00;49.99073;49.990517
2019-03-19T02:59:10+01:00;49.993389;49.99242
2019-03-19T02:59:11+01:00;49.99313;49.992226
2019-03-19T02:59:12+01:00;49.990944;49.990788
2019-03-19T02:59:13+01:00;49.989914;49.990875
2019-03-19T02:59:14+01:00;49.992569;null
2019-03-19T02:59:16+01:00;49.991779;49.991821
2019-03-19T02:59:17+01:00;49.990932;49.991974
2019-03-19T02:59:18+01:00;49.992096;49.991394
2019-03-19T02:59:20+01:00;49.996773;49.997021
2019-03-19T02:59:21+01:00;49.999802;49.999123
2019-03-19T02:59:22+01:00;50.002125;50.0019
2019-03-19T02:59:23+01:00;50.000122;50.000652
2019-03-19T02:59:24+01:00;50.001564;50.001099
2019-03-19T02:59:26+01:00;50.004303;50.004536
2019-03-19T02:59:27+01:00;50.005978;50.005077
2019-03-19T02:59:28+01:00;50.005665;50.005283
2019-03-19T02:59:29+01:00;50.00425;50.004337
2019-03-19T02:59:30+01:00;50.004417;50.004765
2019-03-19T02:59:31+01:00;50.006115;50.005558
2019-03-19T02:59:33+01:00;50.011223;50.01099
2019-03-19T02:59:34+01:00;50.011967;50.011848
2019-03-19T02:59:35+01:00;50.013065;50.012573
2019-03-19T02:59:40+01:00;50.013466;50.012478
2019-03-19T02:59:41+01:00;50.01376;50.013542
2019-03-19T02:59:46+01:00;null;50.015079
2019-03-19T02:59:47+01:00;50.014141;50.013004
2019-03-19T02:59:48+01:00;50.015297;50.014889
2019-03-19T02:59:50+01:00;50.012653;50.013237
2019-03-19T02:59:51+01:00;50.011589;50.011066
2019-03-19T02:59:52+01:00;50.011398;50.011436
2019-03-19T02:59:57+01:00;50.004089;50.00489
2019-03-19T02:59:58+01:00;50.004169;50.003574
2019-03-19T03:00:04+01:00;50.007759;50.007633
2019-03-19T03:00:05+01:00;50.007523;50.006996
2019-03-19T03:00:10+01:00;50.006844;50.006866
2019-03-19T03:00:11+01:00;50.008747;50.00922
2019-03-19T03:00:14+01:00;50.010574;50.010654
2019-03-19T03:00:15+01:00;50.00935;50.010258
2019-03-19T03:00:16+01:00;50.012325;50.012863
2019-03-19T03:00:19+01:00;50.01334;50.012981
2019-03-19T03:00:20+01:00;50.013165;50.013195
2019-03-19T03:00:27+01:00;50.01009;50.008854
2019-03-19T03:00:28+01:00;50.012348;50.011509
2019-03-19T03:00:36+01:00;50.017403;50.016678
2019-03-19T03:00:37+01:00;50.016407;50.01638
2019-03-19T03:00:42+01:00;50.013237;50.012581
2019-03-19T03:00:43+01:00;50.011116;50.010223
2019-03-19T03:00:44+01:00;50.010868;50.010681
2019-03-19T03:00:47+01:00;50.008068;50.009068
2019-03-19T03:00:48+01:00;50.009415;50.009068
2019-03-19T03:00:53+01:00;50.006832;50.007717
2019-03-19T03:00:54+01:00;50.00771;50.007717
2019-03-19T03:01:00+01:00;50.007114;50.007965
2019-03-19T03:01:01+01:00;50.007328;50.007313
2019-03-19T03:01:17+01:00;49.999908;50.000141
2019-03-19T03:01:18+01:00;50.000118;50.000866
2019-03-19T03:01:19+01:00;49.99934;50.000038
2019-03-19T03:01:23+01:00;49.999321;49.999374
2019-03-19T03:01:24+01:00;49.997597;49.997665
2019-03-19T03:01:28+01:00;49.995316;49.995155
2019-03-19T03:01:29+01:00;49.995567;49.995861
2019-03-19T03:01:33+01:00;49.993389;49.993717
2019-03-19T03:01:34+01:00;49.99374;49.99366
2019-03-19T03:01:35+01:00;49.993782;49.993385
2019-03-19T03:01:41+01:00;49.997711;49.998035
2019-03-19T03:01:42+01:00;49.996391;49.996792
2019-03-19T03:01:43+01:00;49.997143;49.99736
2019-03-19T03:01:46+01:00;49.994957;49.995621
2019-03-19T03:01:47+01:00;49.994717;49.995216
2019-03-19T03:01:48+01:00;49.995625;49.995495
2019-03-19T03:01:51+01:00;50.000412;50.001514
2019-03-19T03:01:52+01:00;50.002247;50.001453
2019-03-19T03:01:53+01:00;50.000999;50.000755
2019-03-19T03:01:59+01:00;50.00264;50.003094
2019-03-19T03:02:00+01:00;50.005058;50.004997
2019-03-19T03:02:01+01:00;50.005524;50.004726
2019-03-19T03:02:04+01:00;50.006672;50.006577
2019-03-19T03:02:05+01:00;50.005302;50.00602
2019-03-19T03:02:06+01:00;50.006245;50.006397
2019-03-19T03:02:09+01:00;50.002274;50.002655
2019-03-19T03:02:10+01:00;50.002506;50.002491
2019-03-19T03:02:11+01:00;50.002403;50.001591
2019-03-19T03:02:15+01:00;49.993118;49.993382
2019-03-19T03:02:16+01:00;49.994469;49.994831
2019-03-19T03:02:20+01:00;49.984978;49.985214
2019-03-19T03:02:21+01:00;49.982922;49.982513
2019-03-19T03:02:22+01:00;null;49.984818
2019-03-19T03:02:23+01:00;49.98571;49.985523
2019-03-19T03:02:24+01:00;49.983997;49.984211
2019-03-19T03:02:27+01:00;49.98317;49.983047
2019-03-19T03:02:28+01:00;49.985271;49.985001
2019-03-19T03:02:29+01:00;49.987152;49.987175
2019-03-19T03:02:30+01:00;49.98811;49.98838
2019-03-19T03:02:33+01:00;49.994801;49.994614
2019-03-19T03:02:34+01:00;49.994862;49.995224
2019-03-19T03:02:35+01:00;49.997299;49.997543
2019-03-19T03:02:36+01:00;49.999451;49.9986
2019-03-19T03:02:37+01:00;50.000256;49.999737
2019-03-19T03:02:40+01:00;50.007858;50.00795
2019-03-19T03:02:41+01:00;50.008633;50.007759
2019-03-19T03:02:44+01:00;50.016529;50.016525
2019-03-19T03:02:45+01:00;50.015022;50.014809
2019-03-19T03:02:46+01:00;50.014385;50.014015
2019-03-19T03:02:47+01:00;50.01403;50.013443
2019-03-19T03:02:50+01:00;50.011616;50.01088
2019-03-19T03:02:51+01:00;50.010689;50.010231
2019-03-19T03:02:52+01:00;50.008114;50.008907
2019-03-19T03:02:53+01:00;50.007488;50.008171
2019-03-19T03:02:54+01:00;50.006767;50.006771
2019-03-19T03:02:57+01:00;50.001514;50.001888
2019-03-19T03:02:58+01:00;50.000847;50.000465
2019-03-19T03:03:00+01:00;49.998478;49.998787
2019-03-19T03:03:01+01:00;49.996624;49.99736
2019-03-19T03:03:02+01:00;49.997105;49.997223
2019-03-19T03:03:03+01:00;49.997498;49.996574
2019-03-19T03:03:04+01:00;49.996433;49.995998
2019-03-19T03:03:07+01:00;49.994457;49.993359
2019-03-19T03:03:08+01:00;49.993099;49.992218
2019-03-19T03:03:09+01:00;49.992622;49.992962
2019-03-19T03:03:10+01:00;49.991802;49.992619
2019-03-19T03:03:11+01:00;49.992275;49.993477
2019-03-19T03:03:14+01:00;49.991737;49.991547
2019-03-19T03:03:15+01:00;49.990585;49.991272
2019-03-19T03:03:16+01:00;49.992374;49.992645
2019-03-19T03:03:17+01:00;49.994125;49.994061
2019-03-19T03:03:20+01:00;49.996006;49.995331
2019-03-19T03:03:21+01:00;49.996422;49.99651
2019-03-19T03:03:22+01:00;49.996471;49.997322
2019-03-19T03:03:24+01:00;50.001347;50.001488
2019-03-19T03:03:25+01:00;50.001011;50.000832
2019-03-19T03:03:26+01:00;50.000198;50.000706
2019-03-19T03:03:27+01:00;50.000263;50.000854
2019-03-19T03:03:28+01:00;50.000053;50.00016
2019-03-19T03:03:31+01:00;49.99493;49.994358
2019-03-19T03:03:32+01:00;49.99366;49.993931
2019-03-19T03:03:33+01:00;49.994015;49.994259
2019-03-19T03:03:34+01:00;49.992706;49.992493
2019-03-19T03:03:35+01:00;49.993393;49.992821
2019-03-19T03:03:37+01:00;49.991726;49.991344
2019-03-19T03:03:38+01:00;49.99176;49.991837
2019-03-19T03:03:39+01:00;49.993004;49.992348
2019-03-19T03:03:44+01:00;49.997787;49.997379
2019-03-19T03:03:45+01:00;49.997089;49.996696
2019-03-19T03:03:50+01:00;49.991444;49.991314
2019-03-19T03:03:51+01:00;49.989491;49.99033
2019-03-19T03:03:52+01:00;49.989586;49.989971
2019-03-19T03:03:54+01:00;49.988598;49.98909
2019-03-19T03:03:55+01:00;49.987362;49.987366
2019-03-19T03:03:56+01:00;49.988838;49.988541
2019-03-19T03:04:01+01:00;49.991085;49.991249
2019-03-19T03:04:02+01:00;49.992607;49.991657
2019-03-19T03:04:08+01:00;49.991192;49.991871
2019-03-19T03:04:09+01:00;49.991562;49.991692
2019-03-19T03:04:14+01:00;49.992706;49.992359
2019-03-19T03:04:15+01:00;49.993828;49.993656
2019-03-19T03:04:18+01:00;49.99271;49.99255
2019-03-19T03:04:19+01:00;49.992989;49.993584
2019-03-19T03:04:24+01:00;49.99585;49.996067
2019-03-19T03:04:25+01:00;49.996971;49.997074
2019-03-19T03:04:26+01:00;49.997295;49.996204
2019-03-19T03:04:31+01:00;49.998093;49.99736
2019-03-19T03:04:32+01:00;49.996265;49.996174
2019-03-19T03:04:35+01:00;49.995178;49.994118
2019-03-19T03:04:36+01:00;49.993538;49.993195
2019-03-19T03:04:37+01:00;49.994343;49.994678
2019-03-19T03:04:38+01:00;49.993515;49.992462
2019-03-19T03:04:39+01:00;49.990974;49.991417
2019-03-19T03:04:41+01:00;49.986862;49.986538
2019-03-19T03:04:42+01:00;49.987091;49.987556
2019-03-19T03:04:43+01:00;49.988682;49.989265
2019-03-19T03:04:48+01:00;49.985317;49.985447
2019-03-19T03:04:49+01:00;49.985947;49.98563
2019-03-19T03:04:50+01:00;49.98597;49.986141
2019-03-19T03:04:55+01:00;49.991024;49.991066
2019-03-19T03:04:56+01:00;49.98996;49.989182
2019-03-19T03:05:03+01:00;null;49.990173
2019-03-19T03:05:04+01:00;49.990601;49.99081
2019-03-19T03:05:05+01:00;49.991066;49.99107
2019-03-19T03:05:10+01:00;49.990665;49.990623
2019-03-19T03:05:11+01:00;49.991787;49.990936
2019-03-19T03:05:21+01:00;49.995689;49.995457
2019-03-19T03:05:22+01:00;49.995609;49.996117
2019-03-19T03:05:27+01:00;49.994965;49.995029
2019-03-19T03:05:28+01:00;49.994152;49.994381
2019-03-19T03:05:34+01:00;49.993179;49.992821
2019-03-19T03:05:35+01:00;49.991638;49.991425
2019-03-19T03:05:38+01:00;49.993603;49.993637
2019-03-19T03:05:39+01:00;49.993111;49.993114
2019-03-19T03:05:44+01:00;49.99036;49.990322
2019-03-19T03:05:45+01:00;49.989334;49.989246
2019-03-19T03:05:51+01:00;49.988583;49.989227
2019-03-19T03:05:52+01:00;49.989433;49.989536
2019-03-19T03:05:55+01:00;49.993446;49.993702
2019-03-19T03:05:56+01:00;49.993732;49.993809
2019-03-19T03:05:57+01:00;49.993961;49.993156
2019-03-19T03:05:58+01:00;49.994545;49.994659
2019-03-19T03:06:01+01:00;49.995205;49.994278
2019-03-19T03:06:02+01:00;49.996201;49.994827
2019-03-19T03:06:03+01:00;49.993069;49.99276
2019-03-19T03:06:04+01:00;49.992908;49.992882
2019-03-19T03:06:05+01:00;49.993076;49.993385
2019-03-19T03:06:08+01:00;49.993866;49.993744
2019-03-19T03:06:09+01:00;49.993084;49.993484
2019-03-19T03:06:14+01:00;49.993092;49.992821
2019-03-19T03:06:15+01:00;49.991634;49.992435
2019-03-19T03:06:16+01:00;49.992558;49.993
2019-03-19T03:06:18+01:00;49.994175;49.994106
2019-03-19T03:06:19+01:00;49.992077;49.992413
2019-03-19T03:06:20+01:00;49.991459;49.99197
2019-03-19T03:06:21+01:00;49.99107;49.991261
2019-03-19T03:06:22+01:00;49.989521;49.990196
2019-03-19T03:06:25+01:00;49.990391;49.990276
2019-03-19T03:06:26+01:00;49.990852;49.990974
2019-03-19T03:06:27+01:00;49.991436;49.992016
2019-03-19T03:06:28+01:00;49.991684;49.990788
2019-03-19T03:06:31+01:00;49.99435;49.995102
2019-03-19T03:06:32+01:00;49.995422;49.995453
2019-03-19T03:06:33+01:00;49.994484;49.994858
2019-03-19T03:06:34+01:00;49.996178;49.996555
2019-03-19T03:06:35+01:00;49.996025;49.996189
2019-03-19T03:06:38+01:00;49.998032;49.998184
2019-03-19T03:06:39+01:00;49.998436;49.997593
2019-03-19T03:06:42+01:00;50.000504;50.000263
2019-03-19T03:06:43+01:00;49.999924;50.000431
2019-03-19T03:06:44+01:00;50.001553;50.001656
2019-03-19T03:06:45+01:00;50.002975;50.003258
2019-03-19T03:06:46+01:00;50.00407;50.003502
2019-03-19T03:06:48+01:00;50.006874;50.006947
2019-03-19T03:06:49+01:00;50.00782;50.007397
2019-03-19T03:06:50+01:00;50.007359;50.007481
2019-03-19T03:06:51+01:00;50.007694;50.008415
2019-03-19T03:06:52+01:00;50.007816;50.008823
2019-03-19T03:06:55+01:00;50.009026;50.00898
2019-03-19T03:06:56+01:00;50.008049;50.008698
2019-03-19T03:06:58+01:00;50.005436;50.005421
2019-03-19T03:06:59+01:00;50.003498;50.00396
2019-03-19T03:07:00+01:00;50.003536;50.002995
2019-03-19T03:07:01+01:00;50.004471;50.004341
2019-03-19T03:07:02+01:00;50.0037;50.00375
2019-03-19T03:07:03+01:00;50.002045;50.002144
2019-03-19T03:07:05+01:00;50.003048;50.003059
2019-03-19T03:07:06+01:00;50.001411;50.002033
2019-03-19T03:07:07+01:00;50.001656;50.001575
2019-03-19T03:07:08+01:00;50.002003;50.001801
2019-03-19T03:07:09+01:00;50.0028;50.002724
