Time;I RMS phase A;I RMS phase B;I RMS phase C
2019-03-19T01:02:02+01:00;0.184596;0.075036;0.029187
2019-03-19T01:02:03+01:00;0.183926;0.074142;0.026461
2019-03-19T01:02:04+01:00;0.18354;0.073951;0.025644
2019-03-19T01:02:05+01:00;0.184779;0.076396;0.028429
2019-03-19T01:02:06+01:00;0.184131;0.074863;0.027971
2019-03-19T01:02:08+01:00;null;null;0.028507
2019-03-19T01:02:09+01:00;0.184601;0.075282;0.029368
2019-03-19T01:02:10+01:00;0.183996;0.075108;0.028401
2019-03-19T01:02:15+01:00;0.183576;0.074841;0.028219
2019-03-19T01:02:16+01:00;0.184554;0.075315;0.026746
2019-03-19T01:02:17+01:00;0.18385;0.075134;0.026965
2019-03-19T01:02:22+01:00;0.184067;0.07611;0.026975
2019-03-19T01:02:23+01:00;0.184118;0.075185;0.026461
2019-03-19T01:02:28+01:00;0.184499;0.075058;0.028815
2019-03-19T01:02:29+01:00;0.183398;0.074839;0.024597
2019-03-19T01:02:30+01:00;0.183487;0.074843;0.027715
2019-03-19T01:02:32+01:00;0.18351;0.074615;0.027505
2019-03-19T01:02:33+01:00;0.184665;0.075495;0.026668
2019-03-19T01:02:34+01:00;0.183111;0.074047;0.028438
2019-03-19T01:02:39+01:00;0.183393;0.074593;0.028595
2019-03-19T01:02:40+01:00;0.182759;0.074348;0.027477
2019-03-19T01:02:45+01:00;null;0.073895;0.029418
2019-03-19T01:02:46+01:00;0.183989;0.074646;0.028539
2019-03-19T01:02:47+01:00;0.183917;0.075439;0.027061
2019-03-19T01:02:49+01:00;0.183601;0.074631;0.026617
2019-03-19T01:02:50+01:00;0.184242;0.07525;0.025775
2019-03-19T01:02:51+01:00;0.183596;0.074787;0.027168
2019-03-19T01:02:56+01:00;0.184217;0.075345;0.025355
2019-03-19T01:02:57+01:00;0.18377;0.07452;0.029717
2019-03-19T01:03:03+01:00;0.182693;0.074464;0.028062
2019-03-19T01:03:04+01:00;0.183859;0.074709;0.027115
2019-03-19T01:03:11+01:00;0.185427;0.075222;0.025382
2019-03-19T01:03:12+01:00;0.184211;0.075007;0.027967
2019-03-19T01:03:13+01:00;0.185161;0.076061;0.024293
2019-03-19T01:03:18+01:00;0.18492;0.075143;0.027828
2019-03-19T01:03:19+01:00;0.184096;0.074783;0.027414
2019-03-19T01:03:26+01:00;0.184428;0.075611;0.026544
2019-03-19T01:03:27+01:00;0.183169;0.074456;0.02804
2019-03-19T01:03:35+01:00;0.183659;0.074842;0.027703
2019-03-19T01:03:36+01:00;0.18391;0.074494;0.028918
2019-03-19T01:03:41+01:00;0.183657;0.07556;0.026126
2019-03-19T01:03:42+01:00;0.183289;0.074151;0.029788
2019-03-19T01:03:43+01:00;0.184174;0.076023;0.023653
2019-03-19T01:03:46+01:00;0.182724;0.074392;0.026985
2019-03-19T01:03:47+01:00;0.183776;0.075458;0.026356
2019-03-19T01:03:52+01:00;0.183992;0.074453;0.027277
2019-03-19T01:03:53+01:00;0.185079;0.076025;0.02744
2019-03-19T01:03:59+01:00;0.18378;0.074831;0.027917
2019-03-19T01:04:00+01:00;0.184263;0.074567;0.029675
2019-03-19T01:04:03+01:00;0.183881;0.074989;0.027273
2019-03-19T01:04:04+01:00;0.183228;0.075052;0.026398
2019-03-19T01:04:05+01:00;0.184161;0.075769;0.029088
2019-03-19T01:04:06+01:00;0.183547;0.07445;0.027403
2019-03-19T01:04:09+01:00;0.183977;0.075346;0.028078
2019-03-19T01:04:10+01:00;0.183703;0.075519;0.025426
2019-03-19T01:04:16+01:00;0.184023;0.07511;0.027742
2019-03-19T01:04:17+01:00;0.184284;0.075291;0.02761
2019-03-19T01:04:22+01:00;0.18386;0.075603;0.026388
2019-03-19T01:04:23+01:00;0.184035;0.075023;0.027521
2019-03-19T01:04:26+01:00;0.183435;0.074684;0.02768
2019-03-19T01:04:27+01:00;0.183961;0.075079;0.027486
2019-03-19T01:04:28+01:00;0.182735;0.074479;0.027047
2019-03-19T01:04:29+01:00;0.184283;0.075444;0.026996
2019-03-19T01:04:30+01:00;0.184141;0.075609;0.027105
2019-03-19T01:04:33+01:00;0.183971;0.075257;0.027435
2019-03-19T01:04:34+01:00;0.183815;0.075262;0.02646
2019-03-19T01:04:35+01:00;0.184449;0.076002;0.026721
2019-03-19T01:04:36+01:00;0.183499;0.074317;0.0257
2019-03-19T01:04:39+01:00;0.183631;0.075016;0.028896
2019-03-19T01:04:40+01:00;0.18447;0.075261;0.027425
2019-03-19T01:04:41+01:00;0.183671;0.073689;null
2019-03-19T01:04:43+01:00;0.183133;0.075021;0.027355
2019-03-19T01:04:44+01:00;0.184064;0.075225;0.029793
2019-03-19T01:04:45+01:00;0.183943;0.075502;0.027414
2019-03-19T01:04:46+01:00;0.183922;0.074624;0.029059
2019-03-19T01:04:47+01:00;0.183602;0.073746;0.153775
2019-03-19T01:04:50+01:00;0.183353;0.073393;0.237286
2019-03-19T01:04:51+01:00;0.183611;0.073786;0.237526
2019-03-19T01:04:52+01:00;0.183324;0.073327;0.236564
2019-03-19T01:04:53+01:00;0.183995;0.073053;0.235014
2019-03-19T01:04:56+01:00;0.183905;0.073656;0.234831
2019-03-19T01:04:57+01:00;0.183862;0.073932;0.234547
2019-03-19T01:04:58+01:00;0.183709;0.073532;0.233994
2019-03-19T01:04:59+01:00;0.184599;0.074563;0.234725
2019-03-19T01:05:00+01:00;0.183264;0.072983;0.233867
2019-03-19T01:05:03+01:00;0.184536;0.074278;0.230669
2019-03-19T01:05:04+01:00;0.183505;0.072968;0.229465
2019-03-19T01:05:07+01:00;0.184847;0.07426;0.226861
2019-03-19T01:05:08+01:00;0.184118;0.074808;0.224725
2019-03-19T01:05:09+01:00;0.184192;0.074137;0.222727
2019-03-19T01:05:10+01:00;0.183994;0.074032;0.223379
2019-03-19T01:05:11+01:00;0.183417;0.073942;0.222395
2019-03-19T01:05:13+01:00;0.18375;0.075007;0.220264
2019-03-19T01:05:14+01:00;0.183835;0.074833;0.219518
2019-03-19T01:05:15+01:00;0.184284;0.073467;0.219672
2019-03-19T01:05:16+01:00;0.183722;0.074297;0.219236
2019-03-19T01:05:17+01:00;0.184314;0.074012;0.219756
2019-03-19T01:05:20+01:00;0.183835;0.073634;0.219722
2019-03-19T01:05:21+01:00;0.184488;0.074112;0.218876
2019-03-19T01:05:22+01:00;0.184407;0.074841;0.22082
2019-03-19T01:05:23+01:00;0.183595;0.073261;0.218743
2019-03-19T01:05:26+01:00;0.184135;0.074614;0.221327
2019-03-19T01:05:27+01:00;0.183298;0.073866;0.223158
2019-03-19T01:05:28+01:00;0.183766;0.073643;null
2019-03-19T01:05:30+01:00;0.183972;0.074015;0.222552
2019-03-19T01:05:31+01:00;0.184631;0.074677;0.222883
2019-03-19T01:05:32+01:00;0.184734;0.074375;0.22263
2019-03-19T01:05:33+01:00;0.184214;0.074158;0.223191
2019-03-19T01:05:34+01:00;0.184103;0.074261;0.223423
2019-03-19T01:05:37+01:00;0.184019;0.074149;0.225211
2019-03-19T01:05:38+01:00;0.184267;0.073888;0.224688
2019-03-19T01:05:39+01:00;0.184658;0.075204;0.225509
2019-03-19T01:05:40+01:00;0.183569;0.073836;0.226197
2019-03-19T01:05:43+01:00;0.184353;0.074738;0.224379
2019-03-19T01:05:44+01:00;0.183393;0.073318;0.226103
2019-03-19T01:05:45+01:00;0.183098;0.07318;0.226252
2019-03-19T01:05:46+01:00;0.18348;0.073408;0.225041
2019-03-19T01:05:47+01:00;0.183583;0.073465;0.22539
2019-03-19T01:05:50+01:00;0.184355;0.074313;0.226537
2019-03-19T01:05:51+01:00;0.1844;0.074238;0.225613
2019-03-19T01:05:53+01:00;null;null;0.225366
2019-03-19T01:05:54+01:00;0.183511;0.0739;0.225016
2019-03-19T01:05:55+01:00;0.1833;0.073399;0.225251
2019-03-19T01:05:56+01:00;0.183571;0.073423;0.225016
2019-03-19T01:05:57+01:00;0.184195;0.074029;0.224277
2019-03-19T01:05:58+01:00;0.1833;0.073522;0.22431
2019-03-19T01:06:00+01:00;0.18398;0.074089;0.224095
2019-03-19T01:06:01+01:00;0.183419;0.073701;0.225378
2019-03-19T01:06:02+01:00;0.183565;0.073767;0.225208
2019-03-19T01:06:03+01:00;0.184504;0.074325;0.224841
2019-03-19T01:06:04+01:00;0.183033;0.073675;0.22495
2019-03-19T01:06:07+01:00;0.185316;0.074567;0.223663
2019-03-19T01:06:08+01:00;0.183644;0.073729;0.225337
2019-03-19T01:06:11+01:00;0.184951;0.07415;0.222764
2019-03-19T01:06:12+01:00;0.183808;0.074002;0.223363
2019-03-19T01:06:13+01:00;0.18262;0.074057;0.223941
2019-03-19T01:06:14+01:00;0.183406;0.073534;0.22262
2019-03-19T01:06:15+01:00;0.183889;0.07358;0.223466
2019-03-19T01:06:17+01:00;0.184371;0.074377;0.22311
2019-03-19T01:06:18+01:00;0.183791;0.073587;0.221874
2019-03-19T01:06:19+01:00;0.184119;0.073952;0.223403
2019-03-19T01:06:20+01:00;0.183606;0.073605;0.222364
2019-03-19T01:06:21+01:00;0.183533;0.073638;0.222604
2019-03-19T01:06:24+01:00;0.184574;0.074265;0.221482
2019-03-19T01:06:25+01:00;0.183752;0.074229;0.222445
2019-03-19T01:06:26+01:00;0.183872;0.074401;0.222134
2019-03-19T01:06:27+01:00;0.183871;0.073918;0.221091
2019-03-19T01:06:28+01:00;0.184087;0.073989;0.221206
2019-03-19T01:06:31+01:00;0.184075;0.074286;0.222186
2019-03-19T01:06:32+01:00;0.183522;0.073241;0.220475
2019-03-19T01:06:37+01:00;0.184211;0.074252;0.219904
2019-03-19T01:06:38+01:00;0.183326;0.074598;0.22054
2019-03-19T01:06:41+01:00;0.183512;0.073321;0.220284
2019-03-19T01:06:42+01:00;0.183837;0.07367;0.218525
2019-03-19T01:06:43+01:00;0.184235;null;0.220112
2019-03-19T01:06:44+01:00;0.185173;0.074712;0.218899
2019-03-19T01:06:45+01:00;0.184008;0.074022;0.220128
2019-03-19T01:06:47+01:00;0.183107;0.073431;0.219796
2019-03-19T01:06:48+01:00;0.183908;0.073822;0.218739
2019-03-19T01:06:49+01:00;0.183237;0.073474;0.219151
2019-03-19T01:06:54+01:00;0.183604;0.073816;0.21794
2019-03-19T01:06:55+01:00;0.183416;0.073108;0.218412
2019-03-19T01:06:58+01:00;0.184528;0.074319;0.218605
2019-03-19T01:06:59+01:00;0.184157;0.073505;0.218129
2019-03-19T01:07:00+01:00;0.18446;0.074951;0.218904
2019-03-19T01:07:01+01:00;0.184331;0.074616;0.218733
2019-03-19T01:07:02+01:00;0.183981;0.074634;0.218992
2019-03-19T01:07:04+01:00;0.184599;0.074686;0.217701
2019-03-19T01:07:05+01:00;0.183852;0.074106;0.217499
2019-03-19T01:07:06+01:00;0.183094;0.073385;0.218291
2019-03-19T01:07:07+01:00;0.183102;0.072783;0.218094
2019-03-19T01:07:08+01:00;0.183906;0.073552;0.21796
2019-03-19T01:07:11+01:00;0.183279;0.073716;0.218455
2019-03-19T01:07:12+01:00;0.184505;0.074737;0.218808
2019-03-19T01:07:13+01:00;0.183627;0.073298;0.218145
2019-03-19T01:07:18+01:00;0.184193;0.074439;0.217238
2019-03-19T01:07:19+01:00;0.184266;0.0746;0.217466
2019-03-19T01:07:24+01:00;0.184004;0.074417;0.218221
2019-03-19T01:07:25+01:00;0.184517;0.074773;0.218226
2019-03-19T01:07:26+01:00;0.184631;null;null
2019-03-19T01:07:28+01:00;0.183526;0.074152;0.217192
2019-03-19T01:07:29+01:00;0.183641;0.074448;0.217438
2019-03-19T01:07:30+01:00;0.183382;0.07385;0.217344
2019-03-19T01:07:35+01:00;0.183676;0.07392;0.217997
2019-03-19T01:07:36+01:00;0.184651;0.075236;0.217366
2019-03-19T01:07:41+01:00;0.184535;0.07489;0.218062
2019-03-19T01:07:42+01:00;0.18473;0.074802;0.217664
2019-03-19T01:07:43+01:00;0.183843;0.073675;0.217217
2019-03-19T01:07:45+01:00;0.183784;0.073941;0.217048
2019-03-19T01:07:46+01:00;0.183181;0.074012;0.217088
2019-03-19T01:07:47+01:00;0.183798;0.073526;0.217199
2019-03-19T01:07:52+01:00;0.183771;0.074391;0.217055
2019-03-19T01:07:53+01:00;0.183223;0.074425;0.217598
2019-03-19T01:07:58+01:00;null;0.074279;0.217203
2019-03-19T01:07:59+01:00;0.183646;0.074004;0.216636
2019-03-19T01:08:00+01:00;0.18484;0.074391;0.217215
2019-03-19T01:08:05+01:00;0.183517;0.073614;0.217989
2019-03-19T01:08:06+01:00;0.183819;0.073591;0.21692
2019-03-19T01:08:15+01:00;0.183306;0.073482;0.216324
2019-03-19T01:08:16+01:00;0.183945;0.074175;0.216998
2019-03-19T01:08:17+01:00;0.183729;0.07296;0.215913
2019-03-19T01:08:22+01:00;0.184011;0.074763;0.217814
2019-03-19T01:08:23+01:00;0.184585;0.074224;0.216834
2019-03-19T01:08:26+01:00;0.18335;0.073788;0.216408
2019-03-19T01:08:27+01:00;0.18342;0.073553;0.215308
2019-03-19T01:08:28+01:00;0.183508;0.07447;null
2019-03-19T01:08:29+01:00;0.183913;0.074406;0.217995
2019-03-19T01:08:30+01:00;0.183952;0.073439;0.215483
2019-03-19T01:08:32+01:00;0.18385;0.074661;0.216568
2019-03-19T01:08:33+01:00;0.182973;0.073419;0.215947
2019-03-19T01:08:34+01:00;0.183054;0.073279;0.215933
2019-03-19T01:08:39+01:00;0.184229;0.074661;0.216686
2019-03-19T01:08:40+01:00;0.184104;0.073711;0.215649
2019-03-19T01:08:46+01:00;0.183736;0.074626;0.216913
2019-03-19T01:08:47+01:00;0.183522;0.073201;0.214991
2019-03-19T01:08:54+01:00;0.183031;0.073943;0.215865
2019-03-19T01:08:55+01:00;0.183872;0.073457;0.215188
2019-03-19T01:08:56+01:00;0.184401;0.073968;0.21605
2019-03-19T01:09:02+01:00;null;null;0.21601
2019-03-19T01:09:03+01:00;0.183148;0.073246;0.214278
2019-03-19T01:09:04+01:00;0.184173;0.07456;0.216211
2019-03-19T01:09:09+01:00;0.184916;0.074892;0.215909
2019-03-19T01:09:10+01:00;0.184252;0.074823;0.216972
2019-03-19T01:09:11+01:00;0.183728;0.074878;null
2019-03-19T01:09:13+01:00;0.18406;0.074609;0.216101
2019-03-19T01:09:14+01:00;0.183723;0.074483;0.214928
2019-03-19T01:09:15+01:00;0.184174;0.075003;0.214714
2019-03-19T01:09:18+01:00;0.182969;0.074061;0.214828
2019-03-19T01:09:19+01:00;0.182767;0.073218;0.215335
2019-03-19T01:09:26+01:00;0.184989;0.075357;0.214938
2019-03-19T01:09:27+01:00;0.182265;0.074;0.214741
2019-03-19T01:09:28+01:00;0.184145;0.073597;0.213613
2019-03-19T01:09:35+01:00;0.185406;0.074557;0.214995
2019-03-19T01:09:36+01:00;0.183241;0.073649;0.214363
2019-03-19T01:09:42+01:00;0.184264;0.074221;0.214943
2019-03-19T01:09:43+01:00;0.183956;0.074592;0.215464
2019-03-19T01:09:46+01:00;0.184059;0.073786;0.214523
2019-03-19T01:09:47+01:00;0.18341;0.07359;0.215136
2019-03-19T01:09:52+01:00;0.183329;0.0737;0.213532
2019-03-19T01:09:53+01:00;0.183628;0.074915;0.215331
2019-03-19T01:09:54+01:00;0.184568;0.073303;null
2019-03-19T01:09:59+01:00;0.184591;0.074862;0.215712
2019-03-19T01:10:00+01:00;0.184356;0.073555;0.213245
2019-03-19T01:10:05+01:00;0.18364;0.074465;0.214235
2019-03-19T01:10:06+01:00;0.184115;0.074705;0.214838
2019-03-19T01:10:09+01:00;0.184052;0.074485;0.213717
2019-03-19T01:10:10+01:00;0.184522;0.074939;0.215125
2019-03-19T01:10:11+01:00;0.183942;0.073937;0.214272
2019-03-19T01:10:16+01:00;0.183372;0.073466;0.21276
2019-03-19T01:10:17+01:00;0.183157;0.073863;0.212982
2019-03-19T01:10:22+01:00;0.18425;0.073633;0.212393
2019-03-19T01:10:23+01:00;0.184706;0.074395;0.214238
2019-03-19T01:10:24+01:00;0.183911;0.07421;0.213991
2019-03-19T01:10:26+01:00;null;null;0.21353
2019-03-19T01:10:27+01:00;0.183431;0.073305;0.213443
2019-03-19T01:10:28+01:00;0.184471;0.074824;0.214334
2019-03-19T01:10:29+01:00;0.184595;0.073651;0.213182
2019-03-19T01:10:30+01:00;0.184299;0.073763;0.212993
2019-03-19T01:10:33+01:00;0.183369;0.073638;0.212567
2019-03-19T01:10:34+01:00;0.183664;0.073984;0.213205
2019-03-19T01:10:39+01:00;0.183939;0.073033;0.212652
2019-03-19T01:10:40+01:00;0.184026;0.073718;0.213642
2019-03-19T01:10:41+01:00;0.18449;0.073474;0.212509
2019-03-19T01:10:44+01:00;0.18433;0.07507;0.213307
2019-03-19T01:10:45+01:00;0.183704;0.072956;0.211878
2019-03-19T01:10:46+01:00;0.184327;0.073999;0.2131
2019-03-19T01:10:47+01:00;0.184679;0.073891;0.213346
2019-03-19T01:10:50+01:00;0.183393;0.07354;0.212902
2019-03-19T01:10:51+01:00;0.184383;0.07387;0.2132
2019-03-19T01:10:52+01:00;0.184054;0.073556;0.212943
2019-03-19T01:10:53+01:00;0.183646;0.0733;0.211473
2019-03-19T01:10:54+01:00;0.183049;0.073528;0.212264
2019-03-19T01:10:57+01:00;0.184574;0.073581;0.213126
2019-03-19T01:10:58+01:00;0.184417;0.074606;0.025732
2019-03-19T01:11:03+01:00;0.184018;0.075305;0.027566
2019-03-19T01:11:04+01:00;0.184686;0.075593;0.028394
2019-03-19T01:11:09+01:00;null;null;0.027658
2019-03-19T01:11:10+01:00;0.184461;0.075776;0.027441
2019-03-19T01:11:11+01:00;0.182862;0.074963;0.026386
2019-03-19T01:11:14+01:00;0.184527;0.075731;0.027906
2019-03-19T01:11:15+01:00;0.184401;0.075363;0.026608
2019-03-19T01:11:16+01:00;0.184435;0.075604;0.028127
2019-03-19T01:11:17+01:00;0.183573;0.074586;0.025819
2019-03-19T01:11:20+01:00;0.183372;0.074268;0.023843
2019-03-19T01:11:21+01:00;0.18372;0.074821;0.024346
2019-03-19T01:11:22+01:00;0.183539;0.074461;0.027164
2019-03-19T01:11:23+01:00;0.183773;0.075622;0.026969
2019-03-19T01:11:24+01:00;0.183398;0.073794;0.025499
2019-03-19T01:11:27+01:00;0.183684;0.074766;0.025685
2019-03-19T01:11:28+01:00;0.184422;0.07573;0.028518
2019-03-19T01:11:31+01:00;0.183048;0.075028;0.027521
2019-03-19T01:11:32+01:00;0.18403;0.074563;0.027343
2019-03-19T01:11:33+01:00;0.184236;0.07502;0.027453
2019-03-19T01:11:34+01:00;0.184098;0.074019;0.028011
2019-03-19T01:11:37+01:00;0.183685;0.074302;0.026052
2019-03-19T01:11:38+01:00;0.183882;0.075989;0.028424
2019-03-19T01:11:39+01:00;0.185022;0.07518;0.029538
2019-03-19T01:11:40+01:00;0.183177;0.075167;0.027492
2019-03-19T01:11:41+01:00;0.184061;0.075575;0.028305
2019-03-19T01:11:44+01:00;0.184653;0.075826;0.027701
2019-03-19T01:11:45+01:00;0.183932;0.075135;0.027603
2019-03-19T01:11:46+01:00;0.184656;0.074937;0.02692
2019-03-19T01:11:47+01:00;0.184312;0.074968;0.026015
2019-03-19T01:11:50+01:00;0.18476;0.07552;0.028823
2019-03-19T01:11:51+01:00;0.183746;0.074494;0.026836
2019-03-19T01:11:54+01:00;0.183601;0.074195;0.025879
2019-03-19T01:11:55+01:00;0.184213;0.075333;0.025363
2019-03-19T01:11:56+01:00;0.184673;null;0.028373
2019-03-19T01:11:57+01:00;0.184212;0.074649;0.027942
2019-03-19T01:11:58+01:00;0.184003;0.074639;0.025858
2019-03-19T01:12:00+01:00;0.184452;0.075071;0.026421
2019-03-19T01:12:01+01:00;0.184367;0.076835;0.026931
2019-03-19T01:12:02+01:00;0.183482;0.074917;0.024105
2019-03-19T01:12:03+01:00;0.184747;0.075809;0.026225
2019-03-19T01:12:04+01:00;0.183822;0.074989;0.025973
2019-03-19T01:12:07+01:00;0.18413;0.074974;0.027961
2019-03-19T01:12:08+01:00;0.18399;0.074153;0.027672
2019-03-19T01:12:09+01:00;0.183432;0.074228;0.026001
2019-03-19T01:12:10+01:00;0.184137;0.076454;0.027372
2019-03-19T01:12:11+01:00;0.183031;0.074302;0.028151
2019-03-19T01:12:14+01:00;0.183158;0.074288;0.028108
2019-03-19T01:12:15+01:00;0.184857;0.075705;0.026421
2019-03-19T01:12:20+01:00;0.183304;0.074184;0.025805
2019-03-19T01:12:21+01:00;0.183803;0.074247;0.026419
2019-03-19T01:12:24+01:00;0.183756;0.075489;0.027898
2019-03-19T01:12:25+01:00;0.1852;0.075734;0.028459
2019-03-19T01:12:26+01:00;0.184479;0.074637;0.027133
2019-03-19T01:12:27+01:00;0.183354;0.0749;0.026061
2019-03-19T01:12:28+01:00;0.183568;0.074613;0.027278
2019-03-19T01:12:30+01:00;null;null;0.024599
2019-03-19T01:12:31+01:00;0.183551;0.074146;0.027123
2019-03-19T01:12:32+01:00;0.184242;0.075262;0.02747
2019-03-19T01:12:37+01:00;0.184014;0.074439;0.027507
2019-03-19T01:12:38+01:00;0.184542;0.075792;0.027298
2019-03-19T01:12:39+01:00;0.183339;null;null
2019-03-19T01:12:41+01:00;0.1834;0.074409;0.023885
2019-03-19T01:12:42+01:00;0.18547;0.075672;0.026501
2019-03-19T01:12:43+01:00;0.185085;0.075019;0.027847
2019-03-19T01:12:44+01:00;0.184126;0.076439;0.027574
2019-03-19T01:12:45+01:00;0.184888;0.075187;0.026782
2019-03-19T01:12:47+01:00;0.183658;0.074387;0.026487
2019-03-19T01:12:48+01:00;0.183388;0.074527;0.025395
2019-03-19T01:12:49+01:00;0.183493;0.074629;0.026098
2019-03-19T01:12:50+01:00;0.18556;0.075706;0.027238
2019-03-19T01:12:51+01:00;0.185614;0.075345;0.02694
2019-03-19T01:12:54+01:00;0.184531;0.075331;0.026179
2019-03-19T01:12:55+01:00;0.184336;0.074267;0.025402
2019-03-19T01:12:56+01:00;0.185651;0.075885;0.025425
2019-03-19T01:13:01+01:00;0.184781;0.075308;0.025145
2019-03-19T01:13:02+01:00;0.18407;0.074444;0.025241
2019-03-19T01:13:07+01:00;0.184814;0.075835;0.02783
2019-03-19T01:13:08+01:00;0.183764;0.074694;0.027586
2019-03-19T01:13:09+01:00;0.18357;0.074422;0.026092
2019-03-19T01:13:11+01:00;0.184621;0.075468;0.029007
2019-03-19T01:13:12+01:00;0.183699;0.074667;0.026126
2019-03-19T01:13:13+01:00;0.185421;0.07626;0.026302
2019-03-19T01:13:17+01:00;0.184182;0.074658;0.027558
2019-03-19T01:13:18+01:00;0.184808;0.075465;0.02788
2019-03-19T01:13:19+01:00;0.183383;0.07434;0.027117
2019-03-19T01:13:24+01:00;0.184355;0.075386;0.027388
2019-03-19T01:13:25+01:00;0.183775;0.074469;0.027618
2019-03-19T01:13:26+01:00;0.184668;0.075451;0.027844
2019-03-19T01:13:33+01:00;0.183248;0.075091;0.0259
2019-03-19T01:13:34+01:00;0.18438;0.074961;0.028557
2019-03-19T01:13:40+01:00;0.183889;0.074911;0.029564
2019-03-19T01:13:41+01:00;0.184682;0.075556;0.02706
2019-03-19T01:13:48+01:00;0.185322;0.076124;0.026131
2019-03-19T01:13:49+01:00;0.183559;0.073842;0.026352
2019-03-19T01:13:57+01:00;0.183683;0.075794;0.027377
2019-03-19T01:13:58+01:00;0.183521;0.074153;0.027911
2019-03-19T01:14:03+01:00;0.18421;0.075728;0.026711
2019-03-19T01:14:04+01:00;0.183974;0.075089;0.026741
2019-03-19T01:14:05+01:00;0.183375;null;null
2019-03-19T01:14:07+01:00;0.185333;0.07522;0.029234
2019-03-19T01:14:08+01:00;0.183254;0.074438;0.029038
2019-03-19T01:14:09+01:00;0.185002;0.075665;0.025682
2019-03-19T01:14:10+01:00;0.18403;0.074888;0.026477
2019-03-19T01:14:11+01:00;0.184396;0.075231;0.025162
2019-03-19T01:14:14+01:00;0.184424;0.075411;0.027288
2019-03-19T01:14:15+01:00;0.18445;0.075665;0.025121
2019-03-19T01:14:20+01:00;0.184311;0.075239;0.024525
2019-03-19T01:14:21+01:00;0.183333;0.075551;0.026733
2019-03-19T01:14:22+01:00;0.183606;0.074258;0.027661
2019-03-19T01:14:27+01:00;0.184247;0.075338;0.028021
2019-03-19T01:14:28+01:00;0.183042;0.074914;0.026163
2019-03-19T01:14:31+01:00;0.182971;0.074699;0.025944
2019-03-19T01:14:32+01:00;0.183733;0.075347;0.027038
2019-03-19T01:14:33+01:00;0.183579;0.074654;0.027085
2019-03-19T01:14:34+01:00;0.183423;0.075028;0.028499
2019-03-19T01:14:35+01:00;0.18405;0.074892;0.025632
2019-03-19T01:14:37+01:00;null;null;0.027609
2019-03-19T01:14:38+01:00;0.183282;0.0747;0.026713
2019-03-19T01:14:39+01:00;0.183599;0.074835;0.025006
2019-03-19T01:14:44+01:00;0.183577;0.074497;0.027623
2019-03-19T01:14:45+01:00;0.182874;0.074508;0.025001
2019-03-19T01:14:50+01:00;0.183821;0.074881;0.027601
2019-03-19T01:14:51+01:00;0.184363;0.074645;0.029584
2019-03-19T01:14:52+01:00;0.184514;0.076007;0.027378
2019-03-19T01:14:55+01:00;0.183453;0.074676;0.027487
2019-03-19T01:14:56+01:00;0.184032;0.074444;0.027627
2019-03-19T01:14:57+01:00;0.183347;0.07455;0.027225
2019-03-19T01:14:58+01:00;0.184696;0.075385;0.025858
2019-03-19T01:15:01+01:00;0.183325;0.074289;0.026303
2019-03-19T01:15:02+01:00;0.184285;0.07515;0.0272
2019-03-19T01:15:03+01:00;0.184006;0.07557;0.027667
2019-03-19T01:15:04+01:00;0.183672;0.075425;0.028139
2019-03-19T01:15:05+01:00;0.183407;0.07433;0.025584
2019-03-19T01:15:08+01:00;0.183926;0.075519;0.027237
2019-03-19T01:15:09+01:00;0.1839;0.074534;0.028413
2019-03-19T01:15:11+01:00;null;null;0.02787
2019-03-19T01:15:12+01:00;0.183913;0.075973;0.02833
2019-03-19T01:15:13+01:00;0.184259;0.074919;0.027001
2019-03-19T01:15:14+01:00;0.18421;0.076021;0.02833
2019-03-19T01:15:15+01:00;0.184244;0.075038;0.027212
2019-03-19T01:15:18+01:00;0.183978;0.074297;0.027935
2019-03-19T01:15:19+01:00;0.184114;0.075361;0.026718
2019-03-19T01:15:20+01:00;0.184146;null;0.028087
2019-03-19T01:15:21+01:00;0.184005;0.076393;0.02688
2019-03-19T01:15:22+01:00;0.184746;0.075338;0.027565
2019-03-19T01:15:25+01:00;0.183612;0.07426;0.026373
2019-03-19T01:15:26+01:00;0.18493;0.075725;0.027655
2019-03-19T01:15:27+01:00;0.18431;0.074984;0.027323
2019-03-19T01:15:28+01:00;0.183789;0.074929;0.027884
2019-03-19T01:15:31+01:00;0.183304;0.074474;0.028174
2019-03-19T01:15:32+01:00;0.183561;0.074874;0.028179
2019-03-19T01:15:35+01:00;0.183348;0.074627;0.027933
2019-03-19T01:15:36+01:00;0.182992;0.075291;0.024811
2019-03-19T01:15:37+01:00;0.184416;0.07371;0.025976
2019-03-19T01:15:38+01:00;0.184173;0.076038;0.029008
2019-03-19T01:15:39+01:00;0.184261;0.074145;0.027338
2019-03-19T01:15:41+01:00;0.181235;1.760759;0.024802
2019-03-19T01:15:42+01:00;0.182072;1.760137;0.025991
2019-03-19T01:15:43+01:00;0.181592;1.760538;0.024424
2019-03-19T01:15:44+01:00;0.181631;1.759836;0.028991
2019-03-19T01:15:45+01:00;0.181168;1.759603;0.02771
2019-03-19T01:15:48+01:00;0.182947;1.75791;0.02651
2019-03-19T01:15:49+01:00;0.181991;1.755294;0.026592
2019-03-19T01:15:50+01:00;0.182181;1.754261;0.027517
2019-03-19T01:15:51+01:00;0.181712;1.754334;0.026838
