Time;I RMS phase A;I RMS phase B;I RMS phase C
2019-03-19T02:06:30+01:00;0.184818;0.075474;0.026794
2019-03-19T02:06:31+01:00;0.184892;0.075864;0.027488
2019-03-19T02:06:36+01:00;0.183364;0.074697;0.025246
2019-03-19T02:06:37+01:00;0.184484;0.074625;0.025841
2019-03-19T02:06:42+01:00;null;0.074825;0.026941
2019-03-19T02:06:43+01:00;0.183949;0.074366;0.025521
2019-03-19T02:06:44+01:00;0.184955;0.074679;0.025991
2019-03-19T02:06:47+01:00;0.184293;0.074678;0.027257
2019-03-19T02:06:48+01:00;0.184161;0.074368;0.026473
2019-03-19T02:06:53+01:00;0.18399;0.075059;0.027163
2019-03-19T02:06:54+01:00;0.183911;0.075147;0.027592
2019-03-19T02:07:00+01:00;0.18401;0.075326;0.026538
2019-03-19T02:07:01+01:00;0.183193;0.074421;0.026862
2019-03-19T02:07:04+01:00;0.183699;0.074519;0.02498
2019-03-19T02:07:05+01:00;0.183937;0.076002;0.028414
2019-03-19T02:07:06+01:00;0.184318;0.075741;0.028087
2019-03-19T02:07:07+01:00;0.184108;0.074852;0.028
2019-03-19T02:07:10+01:00;0.184531;0.074802;0.027834
2019-03-19T02:07:11+01:00;0.18418;0.075763;0.028974
2019-03-19T02:07:12+01:00;0.184607;0.075116;null
2019-03-19T02:07:13+01:00;0.18493;0.074345;0.0262
2019-03-19T02:07:14+01:00;0.184882;0.075853;0.026229
2019-03-19T02:07:17+01:00;0.184932;0.075572;0.026987
2019-03-19T02:07:18+01:00;0.184154;0.07477;0.02894
2019-03-19T02:07:23+01:00;0.184826;0.075593;0.026431
2019-03-19T02:07:24+01:00;0.183435;0.074832;0.027342
2019-03-19T02:07:27+01:00;0.184202;0.075364;0.028623
2019-03-19T02:07:28+01:00;0.184297;0.075154;0.028558
2019-03-19T02:07:29+01:00;0.184123;0.075074;0.024203
2019-03-19T02:07:30+01:00;0.18418;0.074653;0.026946
2019-03-19T02:07:31+01:00;0.183587;0.074337;0.025684
2019-03-19T02:07:34+01:00;0.184692;0.075558;0.0283
2019-03-19T02:07:35+01:00;0.184062;0.075295;0.027001
2019-03-19T02:07:36+01:00;0.184513;0.07535;0.026937
2019-03-19T02:07:37+01:00;0.184657;0.074738;0.028396
2019-03-19T02:07:40+01:00;0.184455;0.074938;0.027295
2019-03-19T02:07:41+01:00;0.183966;0.074472;0.025371
2019-03-19T02:07:42+01:00;0.185566;0.075982;0.030296
2019-03-19T02:07:43+01:00;0.18405;0.074468;0.029866
2019-03-19T02:07:44+01:00;0.184571;0.074354;0.027914
2019-03-19T02:07:47+01:00;0.183928;0.074708;0.026731
2019-03-19T02:07:48+01:00;0.184106;0.074231;0.025464
2019-03-19T02:07:51+01:00;0.184496;0.075152;0.026837
2019-03-19T02:07:52+01:00;0.183863;0.074274;0.027016
2019-03-19T02:07:53+01:00;0.184067;0.075395;0.028357
2019-03-19T02:07:54+01:00;0.184892;0.075812;0.027055
2019-03-19T02:07:55+01:00;0.184095;0.074449;null
2019-03-19T02:07:57+01:00;0.184078;0.073743;0.238474
2019-03-19T02:07:58+01:00;0.184192;0.073567;0.235659
2019-03-19T02:07:59+01:00;0.183732;0.073765;0.235948
2019-03-19T02:08:00+01:00;0.184308;0.073965;0.237698
2019-03-19T02:08:01+01:00;0.184621;0.074518;0.238742
2019-03-19T02:08:04+01:00;0.184122;0.074265;0.237338
2019-03-19T02:08:05+01:00;0.183389;0.073527;0.236227
2019-03-19T02:08:07+01:00;0.185384;0.074689;0.235376
2019-03-19T02:08:08+01:00;0.184025;0.073423;0.232159
2019-03-19T02:08:09+01:00;0.184305;0.074169;0.234022
2019-03-19T02:08:10+01:00;0.184894;0.074804;0.233346
2019-03-19T02:08:11+01:00;0.18497;0.074716;0.232478
2019-03-19T02:08:14+01:00;0.184353;0.073511;0.225707
2019-03-19T02:08:15+01:00;0.184409;0.074518;0.226406
2019-03-19T02:08:16+01:00;0.18379;0.073653;0.225632
2019-03-19T02:08:17+01:00;0.184445;0.074497;0.224888
2019-03-19T02:08:18+01:00;0.183128;0.073397;0.222848
2019-03-19T02:08:21+01:00;0.184715;0.074091;0.220816
2019-03-19T02:08:22+01:00;0.183509;0.073729;0.219978
2019-03-19T02:08:23+01:00;0.184474;0.074519;0.221178
2019-03-19T02:08:24+01:00;0.18455;0.073754;0.220832
2019-03-19T02:08:27+01:00;0.184139;0.074298;0.220613
2019-03-19T02:08:28+01:00;0.18458;0.074566;0.221117
2019-03-19T02:08:29+01:00;0.18391;0.073734;0.219004
2019-03-19T02:08:31+01:00;0.183837;0.073188;0.219554
2019-03-19T02:08:32+01:00;0.184229;0.073839;0.220594
2019-03-19T02:08:33+01:00;0.184428;0.073808;0.221549
2019-03-19T02:08:34+01:00;0.184484;0.073943;0.220881
2019-03-19T02:08:35+01:00;0.18461;0.073391;0.220923
2019-03-19T02:08:38+01:00;0.184742;0.074124;0.22171
2019-03-19T02:08:39+01:00;0.184584;0.073815;0.221619
2019-03-19T02:08:40+01:00;0.184801;0.074867;0.223012
2019-03-19T02:08:41+01:00;0.184031;0.074365;0.222496
2019-03-19T02:08:42+01:00;0.184187;0.073304;null
2019-03-19T02:08:44+01:00;0.183528;0.073618;0.22254
2019-03-19T02:08:45+01:00;0.183983;0.074131;0.222931
2019-03-19T02:08:46+01:00;0.184438;0.074399;0.223368
2019-03-19T02:08:47+01:00;0.183515;0.073961;0.223631
2019-03-19T02:08:48+01:00;0.184374;0.074706;0.224357
2019-03-19T02:08:51+01:00;0.184436;0.075331;0.224925
2019-03-19T02:08:52+01:00;0.183517;0.073705;0.224959
2019-03-19T02:08:57+01:00;0.184368;0.074196;0.226168
2019-03-19T02:08:58+01:00;0.18362;0.074459;0.225842
2019-03-19T02:08:59+01:00;0.183669;0.07384;0.225729
2019-03-19T02:09:01+01:00;0.185054;0.074409;0.224907
2019-03-19T02:09:02+01:00;0.18351;0.073785;0.225423
2019-03-19T02:09:03+01:00;0.18409;0.073473;0.225566
2019-03-19T02:09:04+01:00;0.184895;0.074824;0.225506
2019-03-19T02:09:05+01:00;0.184373;0.073728;0.224847
2019-03-19T02:09:08+01:00;0.183383;0.073203;0.224388
2019-03-19T02:09:09+01:00;0.184208;0.074762;0.224564
2019-03-19T02:09:14+01:00;null;null;0.22414
2019-03-19T02:09:15+01:00;0.184113;0.075198;0.224281
2019-03-19T02:09:16+01:00;0.183815;0.072969;0.222839
2019-03-19T02:09:21+01:00;0.184415;0.073537;0.22358
2019-03-19T02:09:22+01:00;0.185245;0.075355;0.224297
2019-03-19T02:09:25+01:00;0.184576;0.073706;0.223292
2019-03-19T02:09:26+01:00;0.183965;0.073804;0.222835
2019-03-19T02:09:27+01:00;0.184512;0.074604;0.222688
2019-03-19T02:09:28+01:00;0.184;0.075012;0.222604
2019-03-19T02:09:29+01:00;0.185023;0.07418;0.222335
2019-03-19T02:09:31+01:00;0.183633;0.073523;0.222361
2019-03-19T02:09:32+01:00;0.183262;0.075152;0.222276
2019-03-19T02:09:33+01:00;0.183874;0.07326;0.221952
2019-03-19T02:09:38+01:00;0.183822;0.073706;0.222016
2019-03-19T02:09:39+01:00;0.183919;0.074474;0.222219
2019-03-19T02:09:42+01:00;0.183583;0.074187;0.221224
2019-03-19T02:09:43+01:00;0.183761;0.074123;0.221466
2019-03-19T02:09:44+01:00;0.184382;0.073937;0.220462
2019-03-19T02:09:45+01:00;0.183821;0.073951;0.220309
2019-03-19T02:09:46+01:00;0.184665;0.074554;0.221206
2019-03-19T02:09:48+01:00;0.185087;0.07466;0.221153
2019-03-19T02:09:49+01:00;0.184138;0.07358;0.219971
2019-03-19T02:09:50+01:00;0.184711;0.074572;0.22034
2019-03-19T02:09:55+01:00;0.184465;0.073963;0.21933
2019-03-19T02:09:56+01:00;0.184998;0.074944;0.219772
2019-03-19T02:09:57+01:00;0.184147;null;null
2019-03-19T02:10:02+01:00;0.183325;0.073936;0.219231
2019-03-19T02:10:03+01:00;0.183567;0.073302;0.218583
2019-03-19T02:10:08+01:00;0.18349;0.073335;0.219939
2019-03-19T02:10:09+01:00;0.183635;0.073169;0.220328
2019-03-19T02:10:12+01:00;0.184871;0.074843;0.219458
2019-03-19T02:10:13+01:00;0.184715;0.075062;0.218861
2019-03-19T02:10:14+01:00;0.18398;0.074043;0.218026
2019-03-19T02:10:19+01:00;0.185541;0.074768;0.218406
2019-03-19T02:10:20+01:00;0.185011;0.074602;0.21826
2019-03-19T02:10:25+01:00;0.183093;0.074094;0.218125
2019-03-19T02:10:26+01:00;0.18442;0.074841;0.217738
2019-03-19T02:10:27+01:00;0.185715;0.07446;0.21729
2019-03-19T02:10:29+01:00;0.183097;0.073874;0.219329
2019-03-19T02:10:30+01:00;0.183598;0.073331;0.218657
2019-03-19T02:10:31+01:00;0.185988;0.074909;0.21897
2019-03-19T02:10:35+01:00;0.18321;0.074001;0.218367
2019-03-19T02:10:36+01:00;0.183435;0.073339;0.217293
2019-03-19T02:10:37+01:00;0.184198;0.073516;0.21714
2019-03-19T02:10:42+01:00;0.184774;0.074903;0.217878
2019-03-19T02:10:43+01:00;0.184937;0.074747;0.216775
2019-03-19T02:10:44+01:00;0.183003;0.073326;0.217455
2019-03-19T02:10:51+01:00;0.18517;0.074799;0.218283
2019-03-19T02:10:52+01:00;0.184955;0.07424;0.21811
2019-03-19T02:10:58+01:00;0.184894;0.075193;0.218016
2019-03-19T02:10:59+01:00;0.184113;0.074591;0.21836
2019-03-19T02:11:06+01:00;0.184639;0.074309;0.217579
2019-03-19T02:11:07+01:00;0.183212;0.073828;0.218303
2019-03-19T02:11:10+01:00;0.184823;0.074421;0.217413
2019-03-19T02:11:11+01:00;0.185093;0.075228;0.218141
2019-03-19T02:11:12+01:00;null;0.074619;0.218029
2019-03-19T02:11:13+01:00;0.183633;0.073382;0.217358
2019-03-19T02:11:14+01:00;0.183875;0.073849;0.218497
2019-03-19T02:11:16+01:00;0.183968;0.073673;0.216611
2019-03-19T02:11:17+01:00;0.183359;0.07455;0.217913
2019-03-19T02:11:18+01:00;0.184738;0.074664;0.216777
2019-03-19T02:11:23+01:00;0.185004;0.075359;0.217385
2019-03-19T02:11:24+01:00;0.183469;0.073354;0.217397
2019-03-19T02:11:29+01:00;0.182268;0.073891;0.217471
2019-03-19T02:11:30+01:00;0.184453;0.074333;0.217156
2019-03-19T02:11:31+01:00;0.184182;0.074688;0.21805
2019-03-19T02:11:38+01:00;0.185801;0.075317;0.216665
2019-03-19T02:11:39+01:00;0.184337;0.074164;0.216205
2019-03-19T02:11:40+01:00;0.184181;0.073753;0.216031
2019-03-19T02:11:46+01:00;null;0.073751;0.215523
2019-03-19T02:11:47+01:00;0.185139;0.074183;0.215942
2019-03-19T02:11:48+01:00;0.183522;0.074141;0.216469
2019-03-19T02:11:55+01:00;null;0.073917;0.215591
2019-03-19T02:11:56+01:00;0.183494;0.073587;0.215165
2019-03-19T02:11:57+01:00;0.183175;0.073729;0.215656
2019-03-19T02:12:02+01:00;0.183557;0.073764;0.214633
2019-03-19T02:12:03+01:00;0.183483;0.074523;0.215707
2019-03-19T02:12:10+01:00;0.183843;0.073408;0.21622
2019-03-19T02:12:11+01:00;0.183539;0.074428;0.215848
2019-03-19T02:12:12+01:00;0.183882;0.073244;0.215896
2019-03-19T02:12:19+01:00;0.183456;0.074015;0.21459
2019-03-19T02:12:20+01:00;0.184182;0.073678;0.215264
2019-03-19T02:12:26+01:00;0.185169;0.074793;0.215614
2019-03-19T02:12:27+01:00;0.184101;0.074885;0.216005
2019-03-19T02:12:36+01:00;0.183889;0.073874;0.2147
2019-03-19T02:12:37+01:00;0.182911;0.073887;0.215717
2019-03-19T02:12:43+01:00;0.184585;0.07407;0.215314
2019-03-19T02:12:44+01:00;0.18441;0.073884;0.21464
2019-03-19T02:12:49+01:00;0.183876;0.073896;0.214446
2019-03-19T02:12:50+01:00;0.18389;0.074242;0.214066
2019-03-19T02:12:56+01:00;0.184208;0.07391;0.215541
2019-03-19T02:12:57+01:00;0.183839;0.07397;0.215907
2019-03-19T02:13:00+01:00;0.183729;0.074337;0.214164
2019-03-19T02:13:01+01:00;0.185155;0.074357;0.214822
2019-03-19T02:13:06+01:00;0.18435;0.074083;0.214595
2019-03-19T02:13:07+01:00;0.18427;0.074881;0.21379
2019-03-19T02:13:08+01:00;0.185367;0.074257;null
2019-03-19T02:13:10+01:00;0.183536;0.073908;0.21416
2019-03-19T02:13:11+01:00;0.184409;0.074201;0.214032
2019-03-19T02:13:12+01:00;0.184078;0.073747;0.213534
2019-03-19T02:13:13+01:00;0.183765;0.073162;0.213919
2019-03-19T02:13:14+01:00;0.184685;0.073671;0.213137
2019-03-19T02:13:17+01:00;0.184531;0.074129;0.214274
2019-03-19T02:13:18+01:00;0.184647;0.073801;0.214031
2019-03-19T02:13:23+01:00;0.185053;0.07446;0.213899
2019-03-19T02:13:24+01:00;0.183504;0.074002;0.213463
2019-03-19T02:13:25+01:00;0.184968;0.074272;0.213515
2019-03-19T02:13:30+01:00;0.183807;0.073595;0.214659
2019-03-19T02:13:31+01:00;0.183184;0.073834;0.213544
2019-03-19T02:13:36+01:00;0.184644;0.07349;0.211879
2019-03-19T02:13:37+01:00;0.184395;0.074896;0.213368
2019-03-19T02:13:38+01:00;0.184373;0.074085;0.213752
2019-03-19T02:13:40+01:00;null;null;0.213176
2019-03-19T02:13:41+01:00;0.184417;0.074767;0.21367
2019-03-19T02:13:42+01:00;0.183698;0.073498;0.213976
2019-03-19T02:13:43+01:00;0.183504;0.07317;0.213466
2019-03-19T02:13:44+01:00;0.184391;0.074761;0.213697
2019-03-19T02:13:47+01:00;1.837666;0.070632;0.213061
2019-03-19T02:13:48+01:00;1.838831;0.070977;0.212414
2019-03-19T02:13:53+01:00;1.833914;0.072085;0.21403
2019-03-19T02:13:54+01:00;1.830391;0.070264;0.214673
2019-03-19T02:13:55+01:00;1.831338;0.071429;0.213417
2019-03-19T02:13:58+01:00;1.827473;0.071923;0.213231
2019-03-19T02:13:59+01:00;1.826859;0.071684;0.213583
2019-03-19T02:14:00+01:00;1.822632;0.071939;0.02844
2019-03-19T02:14:01+01:00;1.823914;0.072888;0.026282
2019-03-19T02:14:04+01:00;1.82295;0.072929;0.027136
2019-03-19T02:14:05+01:00;1.820328;0.072396;0.02804
2019-03-19T02:14:06+01:00;1.819355;0.071523;0.028694
2019-03-19T02:14:07+01:00;1.82117;0.074034;0.026688
2019-03-19T02:14:08+01:00;1.819162;0.072371;0.027462
2019-03-19T02:14:11+01:00;1.81603;0.072356;0.02575
2019-03-19T02:14:12+01:00;1.817343;0.072254;0.026714
2019-03-19T02:14:14+01:00;null;null;0.028292
2019-03-19T02:14:15+01:00;1.813003;0.071208;0.027079
2019-03-19T02:14:16+01:00;1.815626;0.072244;0.026551
2019-03-19T02:14:17+01:00;1.81382;0.072428;0.027027
2019-03-19T02:14:18+01:00;1.815058;0.072661;0.027454
2019-03-19T02:14:21+01:00;1.811609;0.072205;0.027701
2019-03-19T02:14:22+01:00;1.812972;0.072637;0.028482
2019-03-19T02:14:23+01:00;1.813131;null;0.026259
2019-03-19T02:14:24+01:00;1.811868;0.07274;0.027954
2019-03-19T02:14:25+01:00;1.810427;0.071311;0.025225
2019-03-19T02:14:27+01:00;null;null;0.026776
2019-03-19T02:14:28+01:00;1.812082;0.072931;0.027822
2019-03-19T02:14:29+01:00;1.809377;0.072267;0.026667
2019-03-19T02:14:30+01:00;1.810172;0.072029;0.024409
2019-03-19T02:14:31+01:00;1.808869;0.072009;0.027076
2019-03-19T02:14:34+01:00;1.811731;0.072873;0.026605
2019-03-19T02:14:35+01:00;1.807611;0.071385;0.024365
2019-03-19T02:14:38+01:00;1.808487;0.071909;0.027228
2019-03-19T02:14:39+01:00;1.811227;0.072727;0.025379
2019-03-19T02:14:40+01:00;1.80825;0.071828;0.027049
2019-03-19T02:14:41+01:00;1.808022;0.0724;0.025302
2019-03-19T02:14:42+01:00;1.808325;0.071117;0.026728
2019-03-19T02:14:44+01:00;1.807764;0.071545;0.028254
2019-03-19T02:14:45+01:00;1.810711;0.073359;0.026211
2019-03-19T02:14:46+01:00;1.806527;0.071695;0.026211
2019-03-19T02:14:47+01:00;1.808446;0.072807;0.025332
2019-03-19T02:14:48+01:00;1.811711;0.072979;0.027288
2019-03-19T02:14:51+01:00;1.808921;0.072142;0.027087
2019-03-19T02:14:52+01:00;1.807015;0.072421;0.027504
2019-03-19T02:14:55+01:00;1.805179;0.071768;0.025392
2019-03-19T02:14:56+01:00;1.807466;0.072047;0.026361
2019-03-19T02:14:57+01:00;1.81176;1.842849;0.026965
2019-03-19T02:14:58+01:00;1.813542;1.780883;0.026382
2019-03-19T02:14:59+01:00;1.81205;1.779483;0.024728
2019-03-19T02:15:01+01:00;1.813062;1.777952;0.028234
2019-03-19T02:15:02+01:00;1.816118;1.778984;0.025884
2019-03-19T02:15:03+01:00;1.812838;1.777514;0.027569
2019-03-19T02:15:04+01:00;1.815028;1.776114;0.027073
2019-03-19T02:15:05+01:00;1.812637;1.775623;0.028234
2019-03-19T02:15:08+01:00;1.811534;1.771189;0.026414
2019-03-19T02:15:09+01:00;1.812046;1.771154;0.027187
2019-03-19T02:15:10+01:00;1.811817;null;0.027312
2019-03-19T02:15:11+01:00;1.811847;1.769502;0.027651
2019-03-19T02:15:12+01:00;1.814631;1.770337;0.027184
2019-03-19T02:15:14+01:00;null;null;0.028349
2019-03-19T02:15:15+01:00;1.812509;1.76618;0.025575
2019-03-19T02:15:16+01:00;1.814963;1.767076;0.026228
2019-03-19T02:15:21+01:00;1.811517;1.762206;0.027692
2019-03-19T02:15:22+01:00;1.813802;1.762865;0.02655
2019-03-19T02:15:25+01:00;1.813129;1.761513;0.028969
2019-03-19T02:15:26+01:00;1.811115;1.758412;0.027276
2019-03-19T02:15:27+01:00;1.813994;1.760263;0.027367
2019-03-19T02:15:28+01:00;1.812837;1.760314;0.027868
2019-03-19T02:15:29+01:00;1.814088;1.759618;0.026221
2019-03-19T02:15:31+01:00;1.81176;1.758737;0.02714
2019-03-19T02:15:32+01:00;1.810927;1.756765;0.028115
2019-03-19T02:15:33+01:00;1.811792;1.757363;0.02816
2019-03-19T02:15:38+01:00;1.813511;1.756292;0.02522
2019-03-19T02:15:39+01:00;1.813142;1.755953;0.027934
2019-03-19T02:15:40+01:00;1.813279;1.756495;0.026157
2019-03-19T02:15:45+01:00;1.813954;1.754576;0.024699
2019-03-19T02:15:46+01:00;1.814506;1.755273;0.025117
2019-03-19T02:15:53+01:00;null;null;0.028107
2019-03-19T02:15:54+01:00;1.811572;1.75405;0.028605
2019-03-19T02:15:55+01:00;1.813381;1.753848;0.025423
2019-03-19T02:16:02+01:00;1.811914;1.75223;0.027959
2019-03-19T02:16:03+01:00;1.812214;1.752224;0.025761
2019-03-19T02:16:08+01:00;1.812096;1.752975;0.028234
2019-03-19T02:16:09+01:00;1.814391;1.754382;0.02584
2019-03-19T02:16:10+01:00;1.813278;1.753122;0.027832
2019-03-19T02:16:17+01:00;1.812058;1.752437;0.026367
2019-03-19T02:16:18+01:00;1.812978;1.752065;0.026183
2019-03-19T02:16:24+01:00;1.81189;1.752742;0.025563
2019-03-19T02:16:25+01:00;1.813292;1.753933;0.027459
2019-03-19T02:16:28+01:00;1.814816;1.753732;0.028409
2019-03-19T02:16:29+01:00;1.811179;1.7517;0.02679
2019-03-19T02:16:34+01:00;1.814905;1.754442;0.029735
2019-03-19T02:16:35+01:00;1.814943;1.752665;0.027672
2019-03-19T02:16:36+01:00;1.811713;null;null
2019-03-19T02:16:41+01:00;1.814627;1.752799;0.029063
2019-03-19T02:16:42+01:00;1.813918;1.751268;0.02492
2019-03-19T02:16:45+01:00;1.814663;1.75236;0.028111
2019-03-19T02:16:46+01:00;1.814187;1.752028;0.027963
2019-03-19T02:16:47+01:00;1.814726;1.752096;0.026223
2019-03-19T02:16:48+01:00;1.811532;1.751196;0.029709
2019-03-19T02:16:51+01:00;1.813965;1.752402;0.027122
2019-03-19T02:16:52+01:00;1.812924;1.751747;0.028314
2019-03-19T02:16:53+01:00;1.811213;1.751402;0.030536
2019-03-19T02:16:54+01:00;1.814007;1.751281;0.022449
2019-03-19T02:16:55+01:00;1.810011;1.750255;0.027926
2019-03-19T02:16:58+01:00;1.810824;1.750522;0.028307
2019-03-19T02:16:59+01:00;1.813006;1.751179;0.025751
2019-03-19T02:17:04+01:00;1.814098;1.752638;0.027799
2019-03-19T02:17:05+01:00;1.811568;1.751506;0.02793
2019-03-19T02:17:06+01:00;1.813224;1.75251;0.0281
2019-03-19T02:17:08+01:00;null;1.750961;0.028463
2019-03-19T02:17:09+01:00;1.811267;1.751319;0.027623
2019-03-19T02:17:10+01:00;1.812086;1.750897;0.028473
2019-03-19T02:17:11+01:00;1.811154;1.749925;0.028408
2019-03-19T02:17:12+01:00;1.812837;1.751054;0.026329
2019-03-19T02:17:15+01:00;1.811969;1.751155;0.028757
2019-03-19T02:17:16+01:00;1.810563;1.750391;0.027016
2019-03-19T02:17:17+01:00;1.809199;1.749072;0.027106
2019-03-19T02:17:18+01:00;1.812339;1.750141;0.027971
2019-03-19T02:17:19+01:00;1.81001;null;null
2019-03-19T02:17:21+01:00;1.812424;1.751804;0.024298
2019-03-19T02:17:22+01:00;1.810538;1.750043;0.028735
2019-03-19T02:17:23+01:00;1.810519;1.75162;0.02933
2019-03-19T02:17:24+01:00;1.810942;1.751349;0.026855
2019-03-19T02:17:25+01:00;1.813412;1.750713;0.025034
2019-03-19T02:17:28+01:00;1.81148;1.750539;0.026427
2019-03-19T02:17:29+01:00;1.812232;1.751453;0.028469
2019-03-19T02:17:32+01:00;1.812686;1.751804;0.028474
2019-03-19T02:17:33+01:00;1.813947;1.75221;0.025987
2019-03-19T02:17:34+01:00;1.810397;1.751376;0.028226
2019-03-19T02:17:35+01:00;1.814279;1.753074;0.0274
2019-03-19T02:17:36+01:00;1.810723;1.750932;0.02603
2019-03-19T02:17:39+01:00;1.814442;1.752636;0.027073
2019-03-19T02:17:40+01:00;1.807796;1.74897;0.02692
2019-03-19T02:17:41+01:00;1.806888;1.747112;0.025047
2019-03-19T02:17:42+01:00;1.807913;1.747806;0.028087
2019-03-19T02:17:45+01:00;1.809256;1.747469;0.025792
2019-03-19T02:17:46+01:00;1.809127;1.74813;0.027784
2019-03-19T02:17:48+01:00;1.80683;1.747509;0.02908
2019-03-19T02:17:49+01:00;1.807045;1.747702;0.027455
2019-03-19T02:17:50+01:00;1.808942;1.748426;0.026398
2019-03-19T02:17:51+01:00;1.810378;1.748583;0.026794
2019-03-19T02:17:52+01:00;1.809586;1.748637;0.025389
2019-03-19T02:17:53+01:00;1.80729;1.747965;0.027921
2019-03-19T02:17:55+01:00;1.809525;1.748993;0.027107
2019-03-19T02:17:56+01:00;1.809729;1.748156;0.027005
2019-03-19T02:17:57+01:00;1.807936;1.748907;0.027037
2019-03-19T02:17:58+01:00;1.807781;1.747562;0.026684
2019-03-19T02:17:59+01:00;1.809237;1.748402;0.029072
2019-03-19T02:18:02+01:00;1.81028;1.747897;0.02745
2019-03-19T02:18:03+01:00;1.80652;1.747337;0.027518
2019-03-19T02:18:04+01:00;1.809139;1.747621;0.025878
2019-03-19T02:18:05+01:00;1.809817;1.749133;0.026946
2019-03-19T02:18:06+01:00;1.80962;null;null
2019-03-19T02:18:08+01:00;1.809443;1.748363;0.026321
2019-03-19T02:18:09+01:00;1.809805;1.748329;0.02683
2019-03-19T02:18:10+01:00;1.808243;1.748338;0.027218
2019-03-19T02:18:12+01:00;1.806805;1.747785;0.026658
2019-03-19T02:18:13+01:00;1.808926;1.74785;0.028273
2019-03-19T02:18:14+01:00;1.805844;1.747445;0.025706
2019-03-19T02:18:15+01:00;1.808082;1.747798;0.024185
2019-03-19T02:18:16+01:00;1.808988;1.747852;0.026728
2019-03-19T02:18:19+01:00;1.81001;1.748061;0.026546
2019-03-19T02:18:20+01:00;1.808584;1.748027;0.025794
2019-03-19T02:18:21+01:00;1.807352;1.748595;0.027828
2019-03-19T02:18:22+01:00;1.807247;1.747726;0.026778
2019-03-19T02:18:23+01:00;1.809738;1.747672;0.027554
2019-03-19T02:18:25+01:00;1.805941;1.746439;0.028121
2019-03-19T02:18:26+01:00;1.805141;1.746382;0.027033
2019-03-19T02:18:27+01:00;1.809016;1.747557;0.02699
2019-03-19T02:18:32+01:00;1.809589;1.748924;0.027506
2019-03-19T02:18:33+01:00;1.808788;1.746973;0.025454
2019-03-19T02:18:36+01:00;1.809504;1.747397;0.027392
2019-03-19T02:18:37+01:00;1.808721;1.747673;0.028031
2019-03-19T02:18:38+01:00;null;1.746988;0.02704
2019-03-19T02:18:39+01:00;1.806141;1.747073;0.025924
2019-03-19T02:18:40+01:00;1.806214;1.74662;0.025491
2019-03-19T02:18:42+01:00;1.805312;1.746386;0.024185
2019-03-19T02:18:43+01:00;1.805306;1.74643;0.023694
2019-03-19T02:18:44+01:00;1.808107;1.748391;0.026668
2019-03-19T02:18:49+01:00;1.804557;1.745557;0.025226
2019-03-19T02:18:50+01:00;1.808829;1.747293;0.028799
2019-03-19T02:18:55+01:00;1.805382;1.746201;0.026826
2019-03-19T02:18:56+01:00;1.805057;1.746069;0.026427
2019-03-19T02:18:57+01:00;1.805046;1.746734;0.028541
2019-03-19T02:19:02+01:00;1.808169;1.747809;0.030369
2019-03-19T02:19:03+01:00;1.807417;1.747421;0.027976
2019-03-19T02:19:06+01:00;1.807688;1.747825;0.027847
2019-03-19T02:19:07+01:00;1.807192;1.746279;0.026074
2019-03-19T02:19:08+01:00;1.806541;1.747301;null
2019-03-19T02:19:09+01:00;1.808651;1.747538;0.028818
2019-03-19T02:19:10+01:00;1.806651;1.747587;0.026261
2019-03-19T02:19:12+01:00;1.805257;1.746212;0.029194
2019-03-19T02:19:13+01:00;1.808336;1.749354;0.026761
2019-03-19T02:19:14+01:00;1.80533;1.746014;0.026003
2019-03-19T02:19:19+01:00;1.80521;1.746089;0.026307
2019-03-19T02:19:20+01:00;1.805779;1.746454;0.0271
2019-03-19T02:19:25+01:00;null;1.748114;0.028487
2019-03-19T02:19:26+01:00;1.80534;1.746516;0.028425
2019-03-19T02:19:27+01:00;1.805462;1.745713;0.026942
2019-03-19T02:19:34+01:00;1.807904;1.748581;0.027035
2019-03-19T02:19:35+01:00;1.806769;1.745753;0.027752
2019-03-19T02:19:36+01:00;1.808252;1.746596;0.027009
2019-03-19T02:19:41+01:00;1.805553;1.74609;0.026873
2019-03-19T02:19:42+01:00;1.808583;1.747306;0.026562
2019-03-19T02:19:52+01:00;1.806266;1.746558;0.028222
2019-03-19T02:19:53+01:00;1.804937;1.74575;0.026328
2019-03-19T02:19:58+01:00;1.808354;1.74799;0.027284
2019-03-19T02:19:59+01:00;1.804278;1.745599;0.024836
2019-03-19T02:20:04+01:00;null;1.745613;0.026761
2019-03-19T02:20:05+01:00;1.805822;1.746263;0.026251
2019-03-19T02:20:06+01:00;1.805873;1.746014;0.024992
2019-03-19T02:20:09+01:00;1.809843;1.748671;0.029842
2019-03-19T02:20:10+01:00;1.80637;1.747224;0.027313
2019-03-19T02:20:15+01:00;1.808178;1.747787;0.026694
2019-03-19T02:20:16+01:00;1.807364;1.748028;0.02675
2019-03-19T02:20:22+01:00;1.809418;1.748935;0.028869
2019-03-19T02:20:23+01:00;1.805767;1.746765;0.027178
2019-03-19T02:20:26+01:00;1.809415;1.747634;0.026241
2019-03-19T02:20:27+01:00;1.806694;1.746773;0.026764
2019-03-19T02:20:28+01:00;1.805989;1.746066;0.025389
2019-03-19T02:20:29+01:00;1.805618;1.746703;0.025917
2019-03-19T02:20:32+01:00;1.80842;1.748594;0.027408
2019-03-19T02:20:33+01:00;1.80614;1.747123;0.028216
